0,1,2
affluence,[],False
affluent,[],False
afford,[],True
affordable,"[('प्रोत्साहित _ गुणवत्ता', 1), ('प्रोत्साहित', 1), ('गुणवत्ता', 1)]",True
affordably,[],False
afordable,[],False
agile,[],False
agilely,[],False
agility,[],False
agreeable,[],False
agreeableness,[],False
agreeably,[],False
all-around,[],False
alluring,[],False
alluringly,[],False
altruistic,[],False
altruistically,[],False
amaze,[],False
amazed,[],False
amazement,[],False
amazes,[],False
amazing,"[('गजब', 2), ('पहचानते', 1), ('पहचानते _ गजब', 1), ('कमाल', 1), ('कमाल _ रहा', 1)]",True
amazingly,[],False
ambitious,[],False
ambitiously,[],False
ameliorate,[],False
amenable,[],False
amenity,[],False
amiability,[],False
amiabily,[],False
amiable,[],False
amicability,[],False
amicable,[],False
amicably,[],False
amity,[],True
ample,[],True
amply,[],False
amuse,[],False
amusing,[],False
amusingly,[],False
angel,[],False
angelic,[],False
apotheosis,[],False
appeal,[],False
appealing,[],False
applaud,[],False
appreciable,[],False
appreciate,[],False
appreciated,[],False
appreciates,[],False
appreciative,[],False
appreciatively,[],False
appropriate,"[('उचित', 30), ('उपयुक्त', 6), ('होगा', 3), ('ठीक', 2), ('उचित होगा', 1)]",True
approval,[],False
approve,[],True
ardent,[],False
ardently,[],False
ardor,[],False
articulate,[],False
aspiration,[],False
aspirations,[],False
aspire,[],False
assurance,[],False
assurances,[],False
assure,[],False
assuredly,[],False
assuring,[],False
astonish,[],True
astonished,"[('चकित', 2), ('आश्चर्यचकित', 1), ('विवेकपूर्ण', 1), ('विवेकपूर्ण _ आश्चर्यचकित', 1)]",True
astonishing,[],False
astonishingly,[],False
astonishment,[],False
astound,[],False
astounded,[],False
astounding,[],False
astoundingly,[],False
astutely,[],False
attentive,[],False
attraction,[],True
attractive,[],True
attractively,[],False
attune,[],False
audible,[],False
audibly,[],False
auspicious,[],False
authentic,"[('प्रामाणिक', 5), ('प्रमाणिक', 2)]",True
authoritative,[],False
autonomous,[],False
available,"[('उपलब्ध', 25), ('मिलेगी', 2), ('है', 2), ('मिलेंगे', 1), ('उपलब्\u200dध', 1)]",True
aver,[],True
avid,[],False
avidly,[],False
award,"[('पुरस्कार', 3)]",True
awarded,"[('सम्मनित', 1), ('सम्मानित', 1)]",True
awards,"[('अवार्ड', 1)]",True
awe,[],True
awed,[],False
awesome,"[('शानदार', 1)]",True
awesomely,[],False
awesomeness,[],False
awestruck,[],False
awsome,[],False
backbone,[],False
balanced,[],True
bargain,[],False
beauteous,[],False
beautiful,"[('सुन्दर', 4), ('खूबसूरत', 1), ('सुंदर', 1)]",True
beautifullly,[],False
beautifully,[],False
beautify,[],False
beauty,"[('सौंदर्य', 1), ('सुंदरता', 1)]",True
beckon,[],False
beckoned,[],False
beckoning,[],False
beckons,[],False
believable,[],False
believeable,[],False
beloved,"[('प्रिय', 1)]",True
benefactor,"[('कल्याणकारी', 1)]",True
beneficent,[],False
beneficial,"[('लाभदायक', 1), ('लाभ', 1)]",True
beneficially,[],False
beneficiary,[],False
benefit,"[('लाभ', 9), ('फायदा', 1), ('इंसान', 1), ('स्मार्ट _ इंसान', 1), ('स्मार्ट', 1)]",True
benefits,"[('लाभ', 6), ('फायदे', 1)]",True
benevolence,[],False
benevolent,[],False
benifits,[],False
best,"[('श्रेष्ठ', 2), ('शुभकामनाएं', 1), ('उत्तम', 1), ('सबसे', 1), ('best', 1)]",True
best-known,[],False
best-performing,[],False
best-selling,[],False
better,"[('अच्छा', 12), ('बेहतर', 8), ('होगा', 5), ('ज्यादा', 3), ('अच्छी', 2)]",True
better-known,[],False
better-than-expected,[],False
beutifully,[],False
blameless,[],False
bless,[],True
blessing,[],False
bliss,[],False
blissful,[],False
blissfully,[],False
blithe,[],False
blockbuster,[],False
bloom,[],False
blossom,[],False
bolster,[],False
bonny,[],False
bonus,[],False
bonuses,[],False
boom,[],False
booming,[],False
boost,[],False
boundless,[],False
bountiful,[],False
brainiest,[],False
brainy,[],False
brand-new,[],False
brave,"[('बहादुर', 1)]",True
bravery,[],False
bravo,[],False
breakthrough,[],False
breakthroughs,[],False
breathlessness,[],False
breathtaking,[],False
breathtakingly,[],False
breeze,[],False
bright,[],True
brighten,[],False
brighter,[],False
brightest,[],False
brilliance,[],False
brilliances,[],False
brilliant,[],False
brilliantly,[],False
brisk,[],False
brotherly,[],False
bullish,[],False
buoyant,[],False
cajole,[],False
calm,[],True
calming,[],False
calmness,"[('निश्च्छलता', 2)]",True
capability,[],False
capable,"[('सक्षम', 9), ('सक्षम बना', 2), ('बना', 2), ('योग्य', 2), ('योग्य जाना', 1)]",True
capably,[],False
captivate,[],False
captivating,[],False
carefree,[],False
cashback,[],False
cashbacks,[],False
catchy,[],False
celebrate,[],True
celebrated,"[('मनाये', 1), ('मनाया', 1)]",True
celebration,[],False
celebratory,[],False
champ,[],False
champion,[],False
charisma,[],False
charismatic,[],False
charitable,[],False
charm,"[('आकर्षण', 2), ('जादुई', 1), ('जादुई आकर्षण', 1)]",True
charming,[],False
charmingly,[],False
chaste,[],False
cheaper,[],False
cheapest,[],False
cheer,[],False
cheerful,[],False
cheery,[],False
cherish,[],False
cherished,[],False
cherub,[],False
chic,[],True
chivalrous,[],False
chivalry,[],False
civility,[],False
civilize,[],False
clarity,[],False
classic,[],True
classy,[],False
clean,"[('साफ', 3), ('पाकसाफ', 2), ('सफ़ाई', 1)]",True
cleaner,[],False
cleanest,[],False
cleanliness,"[('स्वच्छता', 1)]",True
cleanly,[],False
clear,"[('स्पष्ट', 15), ('हो', 1), ('पता', 1), ('कर', 1)]",True
clear-cut,[],False
cleared,[],False
clearer,[],False
clearly,"[('स्पष्ट', 4), ('दिखाई', 1), ('स्पष्टता', 1), ('से _ तो', 1), ('से', 1)]",True
clears,[],False
clever,[],True
cleverly,[],False
cohere,[],False
coherence,[],False
coherent,[],False
cohesive,[],False
colorful,"[('रंग', 1), ('बिरंगी', 1), ('रंग बिरंगी', 1), ('रंगारंग', 1)]",True
comely,[],False
comfort,[],True
comfortable,"[('आरामदायक', 1), ('सहज', 1)]",True
comfortably,"[('से', 2), ('ज़रूर _ से', 1), ('ज़रूर', 1), ('आराम', 1), ('आराम से', 1)]",True
comforting,[],False
comfy,[],False
commend,[],True
commendable,"[('सराहनीय', 2)]",True
commendably,[],False
commitment,[],False
commodious,[],False
compact,[],False
compactly,[],False
compassion,[],True
compassionate,"[('करूणा', 1), ('कमजोर _ करूणा', 1), ('कमजोर', 1)]",True
compatible,[],False
competitive,[],False
complement,[],False
complementary,[],False
complemented,[],False
complements,[],False
compliant,[],False
compliment,[],False
complimentary,[],False
comprehensive,"[('व्यापक', 2)]",True
conciliate,[],False
conciliatory,[],False
concise,"[('सारस्वरूप _ संक्षिप्त', 1), ('संक्षिप्त', 1), ('सारस्वरूप', 1)]",True
confidence,[],False
confident,[],True
congenial,[],False
congratulate,[],False
congratulation,[],True
congratulations,"[('बधाई', 3), ('बटेर _ खिंचवा', 1), ('खिंचवा', 1), ('बटेर', 1), ('सुन्दर', 1)]",True
congratulatory,[],False
conscientious,[],False
considerate,[],False
consistent,[],True
consistently,[],False
constructive,"[('रचनात्मक', 83)]",True
consummate,[],False
contentment,[],False
continuity,[],False
contrasty,[],False
contribution,"[('योगदान', 13)]",True
convenience,"[('सुविधा', 7), ('सहूलियत', 2), ('सुबिधा', 1)]",True
convenient,"[('सुविधापूर्ण', 1)]",True
conveniently,[],False
convience,[],False
convienient,[],False
convient,[],False
convincing,[],False
convincingly,[],False
cool,[],True
coolest,[],False
cooperative,[],False
cooperatively,[],False
cornerstone,[],False
correct,"[('सही', 54), ('ठीक', 6), ('कारण', 2), ('सही _ लगता', 2), ('लगता', 2)]",True
correctly,"[('ठीक से', 2), ('से', 2), ('ठीक', 2)]",True
cost-effective,[],False
cost-saving,[],False
counter-attack,[],False
counter-attacks,[],False
courage,"[('कमी', 1), ('हिमत', 1), ('हिम्मत', 1)]",True
courageous,[],False
courageously,[],False
courageousness,[],False
courteous,[],False
courtly,[],False
covenant,[],False
cozy,[],False
creative,"[('रचनात्मक', 83)]",True
credence,[],False
credible,"[('विश्वसनीय', 3), ('विश्वसनीय सन्दर्भों', 2), ('सन्दर्भों', 2), ('सन्दर्भ', 2), ('विश्वश्नीय', 1)]",True
crisp,[],False
crisper,[],False
cure,[],True
cure-all,[],False
cushy,[],False
cute,[],False
cuteness,[],False
danke,[],False
danken,[],False
daring,[],False
daringly,[],False
darling,[],False
dashing,[],False
dauntless,[],False
dawn,[],False
dazzle,[],False
dazzled,[],False
dazzling,"[('चकाचौंध', 1)]",True
dead-cheap,[],False
dead-on,[],False
decency,"[('नाश', 1), ('शालीनता', 1), ('शालीनता _ नाश', 1)]",True
decent,"[('सभ्य', 2)]",True
decisive,[],False
decisiveness,[],False
dedicated,"[('समर्पित', 2)]",True
defeat,"[('हार', 3)]",True
defeated,[],False
defeating,[],False
defeats,[],False
defender,[],False
deference,[],False
deft,[],False
deginified,[],False
delectable,[],False
delicacy,[],False
delicate,"[('गुलाबी', 3), ('नाजुकसी', 1)]",True
delicious,[],False
delight,[],False
delighted,[],False
delightful,[],False
delightfully,[],False
delightfulness,[],False
dependable,[],False
dependably,[],False
deservedly,[],False
deserving,[],False
desirable,[],False
desiring,[],False
desirous,[],False
destiny,[],False
detachable,[],False
devout,"[('प्रभु', 2)]",True
dexterous,[],False
dexterously,[],False
dextrous,[],False
dignified,[],False
dignify,[],False
dignity,"[('खातिर', 1), ('गरिमा _ खातिर', 1), ('गरिमा', 1)]",True
diligence,"[('परिश्रम', 1)]",True
diligent,[],False
diligently,[],False
diplomatic,[],False
dirt-cheap,[],False
distinction,"[('विभेद', 2), ('गौरव', 1)]",True
distinctive,[],False
distinguished,[],False
diversified,[],False
divine,[],True
divinely,[],False
dominate,[],False
dominated,[],False
dominates,[],False
dote,[],False
dotingly,[],False
doubtless,[],False
dreamland,[],False
dumbfounded,[],False
dumbfounding,[],False
dummy-proof,[],False
durable,[],False
dynamic,[],True
eager,"[('उत्सुक', 2)]",True
eagerly,[],False
eagerness,[],False
earnest,[],False
earnestly,[],False
earnestness,[],False
ease,[],True
eased,[],True
eases,[],True
easier,"[('सुविधा', 1), ('आसान', 1)]",True
easiest,"[('कौनसा', 1), ('टैम _ सुगम _ कौनसा', 1), ('सुगम', 1), ('टैम', 1), ('कौनसा सुगम', 1)]",True
easiness,[],False
easing,[],True
easy,"[('सहज', 3), ('आसान', 1)]",True
easy-to-use,[],False
easygoing,[],False
ebullience,[],False
ebullient,[],False
ebulliently,[],False
ecenomical,[],False
economical,[],False
ecstasies,[],False
ecstasy,[],False
ecstatic,[],False
ecstatically,[],False
edify,[],False
educated,"[('शिक्षितों', 1)]",True
effective,"[('प्रभावकारी', 4)]",True
effectively,[],False
effectiveness,[],False
effectual,[],False
efficacious,[],False
efficient,"[('कुशल', 1)]",True
efficiently,[],False
effortless,[],False
effortlessly,[],False
effusion,[],False
effusive,[],False
effusively,[],False
effusiveness,[],False
elan,[],True
elate,[],True
elated,[],True
elatedly,[],False
elation,[],True
electrify,[],False
elegance,[],False
elegant,[],False
elegantly,[],False
elevate,"[('उन्नत', 2)]",True
elite,[],False
eloquence,[],False
eloquent,[],False
eloquently,[],False
embolden,[],False
eminence,[],False
eminent,"[('उद्भट', 1)]",True
empathize,[],False
empathy,[],False
empower,"[('महसूस _ सशक्त', 1), ('सशक्त', 1), ('महसूस', 1)]",True
empowerment,[],False
enchant,[],False
enchanted,[],False
enchanting,[],False
enchantingly,[],False
encourage,[],True
encouragement,"[('प्रोत्साहन', 2)]",True
encouraging,"[('वर्धन', 1), ('उत्साह', 1), ('उत्साह वर्धन', 1)]",True
encouragingly,[],False
endear,[],False
endearing,[],False
endorse,[],False
endorsed,[],False
endorsement,[],False
endorses,[],False
endorsing,[],False
energetic,"[('ऊर्जावान', 1)]",True
energize,[],False
energy-efficient,[],False
energy-saving,[],False
engaging,[],False
engrossing,[],False
enhance,"[('बढ़ाने', 3)]",True
enhanced,[],False
enhancement,[],False
enhances,[],False
enjoy,"[('लें', 1)]",True
enjoyable,"[('सुखद', 1)]",True
enjoyably,[],False
enjoyed,[],False
enjoying,"[('मुझे', 1)]",True
enjoyment,[],False
enjoys,[],False
enlighten,[],False
enlightenment,[],False
enliven,[],False
ennoble,[],False
enough,"[('पर्याप्त', 5), ('इतने', 2), ('काफ़ी', 2), ('कोई', 1), ('काफी', 1)]",True
enrapt,[],False
enrapture,[],False
enraptured,[],False
enrich,[],False
enrichment,[],False
enterprising,[],False
entertain,[],False
entertaining,[],False
entertains,[],False
enthral,[],False
enthrall,[],False
enthralled,[],False
enthuse,[],False
enthusiasm,"[('उत्साह', 1)]",True
enthusiast,[],False
enthusiastic,[],False
enthusiastically,[],False
entice,[],False
enticed,[],False
enticing,[],False
enticingly,[],False
entranced,[],False
entrancing,[],False
entrust,[],False
enviable,[],False
enviably,[],False
envious,[],False
enviously,[],False
enviousness,[],False
envy,[],False
equitable,[],False
ergonomical,[],False
err-free,[],False
erudite,"[('पुरायठ', 1)]",True
ethical,[],False
eulogize,[],False
euphoria,[],False
euphoric,[],False
euphorically,[],False
evaluative,[],False
evenly,[],False
eventful,[],False
everlasting,[],False
evocative,[],False
exalt,[],False
exaltation,[],False
exalted,[],False
exaltedly,[],False
exalting,[],False
exaltingly,[],False
examplar,[],False
examplary,[],False
excallent,[],False
exceed,"[('से _ अधिक', 1), ('अधिक', 1), ('से', 1)]",True
exceeded,[],False
exceeding,[],False
exceedingly,[],False
exceeds,[],False
excel,"[('माइक्रोसफ्ट', 1)]",True
exceled,[],False
excelent,[],False
excellant,[],False
excelled,[],False
excellence,[],False
excellency,[],False
excellent,"[('श्रेष्ठ', 1), ('बढ़िया', 1)]",True
excellently,[],False
excels,[],False
exceptional,[],False
exceptionally,[],False
excite,[],False
excited,[],False
excitedly,[],False
excitedness,[],False
excitement,[],False
excites,[],False
exciting,[],False
excitingly,[],False
exellent,[],False
exemplar,[],False
exemplary,[],False
exhilarate,[],False
exhilarating,[],False
exhilaratingly,[],False
exhilaration,[],False
exonerate,[],False
expansive,[],False
expeditiously,[],False
expertly,[],False
exquisite,[],False
exquisitely,[],False
extol,[],False
extoll,[],False
extraordinarily,[],False
extraordinary,[],False
exuberance,[],False
exuberant,[],False
exuberantly,[],False
exult,[],False
exultant,[],False
exultation,[],False
exultingly,[],False
eye-catch,[],False
eye-catching,[],False
eyecatch,[],False
eyecatching,[],False
fabulous,[],False
fabulously,[],False
facilitate,[],True
fair,"[('उचित', 5), ('उचित _ पोलिसि', 1), ('पोलिसि', 1), ('fair', 1)]",True
fairly,[],False
fairness,[],False
faith,"[('अंधविश्वास', 2), ('ईमान', 1)]",True
faithful,[],False
faithfully,[],False
faithfulness,[],False
fame,[],True
famed,[],False
famous,"[('प्रसिद्ध', 13), ('पूरी', 1), ('मशहूर _ गये _ पूरी', 1), ('गये', 1), ('मशहूर', 1)]",True
famously,[],False
fancier,[],False
fancinating,[],False
fancy,[],False
fanfare,[],False
fans,[],False
fantastic,[],False
fantastically,[],False
fascinate,[],True
fascinating,[],False
fascinatingly,[],False
fascination,[],False
fashionable,[],False
fashionably,[],False
fast,"[('व्रत', 2)]",True
fast-growing,[],False
fast-paced,[],False
faster,"[('रास्ता', 1)]",True
fastest,"[('शीघ्रता', 3), ('सबसे', 2)]",True
fastest-growing,[],False
faultless,[],False
fav,[],True
fave,[],False
favor,"[('पक्ष', 3), ('उपकार', 1), ('अहसान', 1)]",True
favorable,"[('अनुकूल', 1)]",True
favored,[],False
favorite,"[('प्रिय', 3)]",True
favorited,[],False
favour,"[('पक्ष', 1)]",True
fearless,[],True
fearlessly,"[('से', 1), ('कैसे', 1)]",True
feasible,[],False
feasibly,[],False
feat,[],True
feature-rich,[],False
fecilitous,[],False
feisty,[],False
felicitate,[],False
felicitous,[],False
felicity,[],False
fertile,[],False
fervent,"[('अनूठी', 1)]",True
fervently,[],False
fervid,[],False
fervidly,[],False
fervor,[],False
festive,[],False
fidelity,[],False
fiery,[],False
fine,"[('ठीक', 7)]",True
fine-looking,[],False
finely,[],False
finer,[],False
finest,[],False
firmer,[],False
first-class,[],False
first-in-class,[],False
first-rate,[],False
flashy,[],False
flatter,[],True
flattering,"[('चापलूसी', 2)]",True
flatteringly,[],False
flawless,[],False
flawlessly,[],False
flexibility,[],False
flexible,[],False
flourish,[],False
flourishing,[],False
fluent,[],False
flutter,[],False
fond,"[('शौक', 1)]",True
fondly,[],False
fondness,[],False
foolproof,[],False
foremost,[],False
foresight,[],False
formidable,[],False
fortitude,[],False
fortuitous,[],False
fortuitously,[],False
fortunate,[],False
fortunately,[],False
fortune,[],False
fragrant,[],False
free,"[('मुक्त', 13), ('आजाद', 4), ('स्वतंत्र', 3), ('फ्री', 1), ('रहित', 1)]",True
freed,"[('मुक्त', 1)]",True
freedom,"[('स्वतन्त्रता', 2), ('स्वतंत्रता', 2), ('स्वातंत्र्य', 1)]",True
freedoms,[],False
fresh,"[('ताज़ी', 1)]",True
fresher,[],False
freshest,[],False
friendliness,[],False
friendly,[],False
frolic,[],False
frugal,[],False
fruitful,[],False
ftw,[],True
fulfillment,[],False
fun,"[('मजा', 1)]",True
futurestic,[],False
futuristic,[],False
gaiety,[],False
gaily,[],False
gain,"[('लेंगे', 2), ('पा लेंगे', 2), ('पा', 2), ('हासिल', 2)]",True
gained,[],False
gainful,[],False
gainfully,[],False
gaining,[],True
gains,[],True
gallant,[],False
gallantly,[],False
galore,[],True
geekier,[],False
geeky,[],False
gem,[],True
gems,[],False
generosity,"[('उदारता', 6)]",True
generous,[],False
generously,[],False
genial,[],False
genius,[],False
gentle,[],True
gentlest,[],False
genuine,[],False
gifted,[],False
glad,"[('खुशी', 3)]",True
gladden,[],False
gladly,[],False
gladness,[],False
glamorous,[],False
glee,[],False
gleeful,[],False
gleefully,[],False
glimmer,[],False
glimmering,[],False
glisten,[],False
glistening,[],False
glitter,[],False
glitz,[],False
glorify,[],False
glorious,[],False
gloriously,[],False
glory,"[('महिमा', 1), ('हानि', 1), ('महिमालाभ', 1), ('हानि _ महिमालाभ', 1)]",True
glow,[],False
glowing,[],False
