0,1,2
likely,"[('geneig', 1), ('waarskynlik', 1)]",True
mainly,"[('hoofsaaklik', 3), ('veral', 1), ('vernaamlik', 1)]",True
may,"[('mag', 46), ('kan', 11), ('mei', 3), ('is', 2), ('moet', 2)]",True
maybe,"[('miskien', 66), ('dalk', 63), ('kan', 27), ('het', 9), ('moet', 8)]",True
might,"[('kan', 10), ('sal', 5), ('mag', 4), ('wil', 3), ('wou', 2)]",True
mostly,"[('meestal', 6), ('mostly', 1)]",True
often,"[('dikwels', 8), ('gereeld', 2), ('baie', 1), ('gereeld _ nie', 1), ('nie', 1)]",True
on the whole,[],False
ought,[],True
perhaps,"[('dalk', 22), ('miskien', 19), ('jy', 2), ('nog', 1), ('sou', 1)]",True
plausible,[],False
plausibly,[],False
possible,"[('moontlik', 35), ('moontlike', 4)]",True
possibly,"[('moontlik', 20)]",True
postulate,[],False
postulated,[],False
presumable,[],False
probable,[],False
probably,"[('seker', 10), ('waarskynlik', 7), ('ook', 2), ('seker maar', 1), ('maar', 1)]",True
relatively,"[('verhoudingsgewys', 1)]",True
roughly,[],True
seems,"[('lyk', 31), ('wil', 4), ('blyk', 1)]",True
should,"[('moet', 158), ('moes', 5), ('sou', 3), ('mag', 3), ('dalk', 3)]",True
sometimes,"[('soms', 16)]",True
somewhat,[],False
suggest,"[('voor', 6), ('stel', 2), ('raai', 1), ('bo', 1)]",True
suggested,"[('voorgestelde', 2)]",True
suppose,"[('gestel', 3), ('veronderstel', 1)]",True
suspect,"[('vermoed', 18), (',', 1)]",True
tend to,[],True
tends to,[],True
typical,"[('tipiese', 1), ('tipies', 1)]",True
typically,[],False
uncertain,"[('onsekere', 1)]",True
uncertainly,[],False
unclear,[],False
unclearly,[],False
unlikely,"[('onwaarskynlik', 2)]",True
usually,"[('gewoonlik', 6), ('meestal', 1)]",True
broadly,[],False
tended to,[],False
presumably,[],False
suggests,[],False
from this perspective,[],False
from my perspective,[],False
in my view,[],False
in this view,[],False
in our opinion,[],False
in my opinion,[],True
to my knowledge,[],False
fairly,"[('regverdig', 1)]",True
quite,"[('nogal', 17), ('heeltemal', 5), ('heel', 4), ('heelwat', 1), ('seker', 1)]",True
rather,"[('eerder', 51), ('rather', 2), ('nogal', 2), ('maar', 2), ('miskien', 1)]",True
argue,[],False
argues,[],False
argued,[],False
claims,"[('beweer', 2)]",True
feels,"[('voel', 2)]",True
indicates,"[('aandui', 2), ('dui', 1)]",True
supposed,"[('veronderstel', 5)]",True
supposes,[],False
suspects,[],False
postulates,[],False
Strategy - Deference,,
great,"[('groot', 6), ('goeie', 4), ('baie', 2), ('grootbrittanje', 1), ('puik', 1)]",True
good,"[('goeie', 42), ('goed', 28), ('goeienaand', 14), ('goeiemore', 3), ('lekker', 2)]",True
nice,"[('lekker', 11), ('mooi', 2), ('gaaf', 1), ('gawe anonieme', 1), ('gawe', 1)]",True
good,"[('goeie', 42), ('goed', 28), ('goeienaand', 14), ('goeiemore', 3), ('lekker', 2)]",True
interesting,"[('interessante', 7), ('interessant', 5), ('interessants', 1)]",True
cool,"[('cool', 1)]",True
excellent,"[('uitstekende', 3), ('uitstekend', 2), ('uitmuntende', 1)]",True
awesome,[],False
Strategy - 1st_person_pl.,,
we,"[('ons', 298), ('hoe', 1)]",True
our,"[('ons', 89), ('onse', 2), ('our', 1)]",True
us,"[('ons', 45), ('amerikaanse', 1), ('vsa', 1)]",True
ourselves,"[('ons', 1), ('ons ons', 1)]",True
Strategy - 1st_person,,
i,"[('ek', 1145), ('jy', 11), ('i', 9), ('my', 6), ('ik', 5)]",True
my,"[('my', 218), ('myns', 8), ('ek', 1), ('myself', 1)]",True
mine,"[('myne', 2), ('my', 1)]",True
myself,"[('my', 7), ('self', 7), ('myself', 5)]",True
Strategy - 1st_person_start,,
i,"[('ek', 1145), ('jy', 11), ('i', 9), ('my', 6), ('ik', 5)]",True
my,"[('my', 218), ('myns', 8), ('ek', 1), ('myself', 1)]",True
mine,"[('myne', 2), ('my', 1)]",True
myself,"[('my', 7), ('self', 7), ('myself', 5)]",True
Strategy - 2nd_person,,
you,"[('jy', 1068), ('jou', 107), ('dankie', 48), ('u', 34), ('ek', 19)]",True
your,"[('jou', 292), ('u', 10), ('julle', 6), ('die', 4), ('your', 3)]",True
yours,"[('joune', 4), ('jou', 1)]",True
yourself,"[('self', 19), ('jou', 4), ('jy', 3), ('yourself', 3), ('doenditselfboeke', 1)]",True
Strategy - 2nd_person_start,,
you,"[('jy', 1068), ('jou', 107), ('dankie', 48), ('u', 34), ('ek', 19)]",True
your,"[('jou', 292), ('u', 10), ('julle', 6), ('die', 4), ('your', 3)]",True
yours,"[('joune', 4), ('jou', 1)]",True
yourself,"[('self', 19), ('jou', 4), ('jy', 3), ('yourself', 3), ('doenditselfboeke', 1)]",True
Strategy - Indirect_(greeting),,
hi,"[('hi', 35), ('haai', 13), ('hallo', 10), ('hé', 1), ('hoi', 1)]",True
hello,"[('hallo', 47), ('hello', 1), ('dagsê', 1), ('nuuskierig', 1), ('nuuskierig _ jy', 1)]",True
hey,"[('haai', 5), ('hey', 2)]",True
Strategy - Direct_question,,
what,"[('wat', 448), ('watter', 73), ('hoe', 29), ('watse', 5), ('waarna', 5)]",True
why,"[('waarom', 134), ('hoekom', 122), ('nie', 5), ('hoekom nie', 2), ('hoekoem', 1)]",True
who,"[('wat', 85), ('wie', 71), ('almal', 1), ('almal wat', 1), (""wie't"", 1)]",True
how,"[('hoe', 291), ('hoeveel', 39), ('wat', 2), ('how', 1), ('hoeso', 1)]",True
Strategy - Direct_start,,
so,"[('so', 143), ('dus', 36), ('sodat', 23), ('wel', 16), ('soveel', 10)]",True
then,"[('dan', 162), ('toe', 19), ('daarna', 4), ('vervolgens', 2), ('waarom', 2)]",True
and,"[('en', 901), ('and', 4), ('én', 4), ('op', 1), ('as', 1)]",True
but,"[('maar', 431), ('niks', 1), ('but', 1)]",True
or,"[('of', 498), ('óf', 3), ('or', 3), ('naastenby', 1), ('of _ of', 1)]",True
Strategy - HASPOSITIVE,,
a+,[],False
abound,[],False
abounds,[],False
abundance,[],False
abundant,"[('oorvloedige', 1)]",True
accessable,[],False
accessible,"[('toeganklik', 2)]",True
acclaim,[],False
acclaimed,[],False
acclamation,[],False
accolade,[],False
accolades,[],False
accommodative,[],False
accomodative,[],False
accomplish,[],False
accomplished,[],False
accomplishment,[],False
accomplishments,[],False
accurate,"[('korrek', 1), ('akkuraat', 1)]",True
accurately,[],False
achievable,[],False
achievement,[],True
achievements,"[('prestasies', 1)]",True
achievible,[],False
acumen,[],False
adaptable,[],False
adaptive,[],False
adequate,"[('voldoende', 2)]",True
adjustable,[],False
admirable,[],False
admirably,[],False
admiration,[],False
admire,[],False
admirer,[],False
admiring,[],False
admiringly,[],False
adorable,[],False
adore,[],False
adored,[],False
adorer,[],False
adoring,[],False
adoringly,[],False
adroit,[],False
adroitly,[],False
adulate,[],False
adulation,[],False
adulatory,[],False
advanced,"[('gevorderde', 2), ('gevorderd', 1)]",True
advantage,"[('voordeel', 1)]",True
advantageous,[],False
advantageously,[],False
advantages,[],False
adventuresome,[],False
adventurous,[],False
advocate,[],False
advocated,[],False
advocates,[],False
affability,[],False
affable,[],False
affably,[],False
affectation,[],False
affection,[],False
affectionate,[],False
affinity,[],False
affirm,[],True
affirmation,[],False
affirmative,"[('regstellende', 1)]",True
affluence,[],False
affluent,[],True
afford,"[('bekostig', 1)]",True
affordable,[],False
affordably,[],False
afordable,[],False
agile,[],False
agilely,[],False
agility,[],False
agreeable,[],False
agreeableness,[],False
agreeably,[],False
all-around,[],False
alluring,[],False
alluringly,[],False
altruistic,[],False
altruistically,[],False
amaze,[],True
amazed,"[('telken', 1), ('telken verbaas', 1), ('verbaas', 1)]",True
amazement,[],False
amazes,[],False
amazing,"[('ongelooflik', 1), ('verstommend', 1)]",True
amazingly,[],False
ambitious,[],False
ambitiously,[],False
ameliorate,[],False
amenable,[],False
amenity,[],False
amiability,[],False
amiabily,[],False
amiable,[],False
amicability,[],False
amicable,[],False
amicably,[],False
amity,[],False
ample,[],True
amply,[],False
amuse,[],False
amusing,[],False
amusingly,[],False
angel,[],True
angelic,[],False
apotheosis,[],False
appeal,"[('appelleer', 1)]",True
appealing,[],False
applaud,[],False
appreciable,[],False
appreciate,"[('waardeer', 4)]",True
appreciated,"[('waardeer', 3)]",True
appreciates,[],False
appreciative,[],False
appreciatively,[],False
appropriate,"[('gepaste', 1), ('passend', 1)]",True
approval,"[('goedkeuring', 1)]",True
approve,[],False
ardent,[],False
ardently,[],False
ardor,[],False
articulate,[],True
aspiration,[],False
aspirations,[],False
aspire,[],False
assurance,[],False
assurances,[],False
assure,[],False
assuredly,[],False
assuring,[],False
astonish,[],False
astonished,[],False
astonishing,[],False
astonishingly,[],False
astonishment,[],False
astound,[],False
astounded,[],False
astounding,[],False
astoundingly,[],False
astutely,[],False
attentive,[],False
attraction,"[('toerismetrekpleister', 1), ('attraction', 1)]",True
attractive,"[('aantreklik', 1), ('aantreklike', 1)]",True
attractively,[],False
attune,[],False
audible,[],False
audibly,[],False
auspicious,[],False
authentic,[],False
authoritative,[],False
autonomous,[],False
available,"[('beskikbaar', 15), ('verkrygbaar', 1), ('beskikbare', 1), ('word', 1), ('beskikbaar word', 1)]",True
aver,[],True
avid,[],False
avidly,[],False
award,[],True
awarded,"[('toegeken', 1)]",True
awards,[],False
awe,[],True
awed,[],False
awesome,[],False
awesomely,[],False
awesomeness,[],False
awestruck,[],False
awsome,[],False
backbone,[],False
balanced,[],False
bargain,[],False
beauteous,[],False
beautiful,"[('mooi', 4), ('pragtige', 3), ('beeldskoon', 1)]",True
beautifullly,[],False
beautifully,[],False
beautify,[],False
beauty,[],False
beckon,[],False
beckoned,[],False
beckoning,[],False
beckons,[],False
believable,[],False
believeable,[],False
beloved,[],False
benefactor,[],False
beneficent,[],False
beneficial,[],False
beneficially,[],False
beneficiary,[],False
benefit,"[('voordeel', 3), ('gebaat', 1)]",True
benefits,[],False
benevolence,[],False
benevolent,[],False
benifits,[],False
best,"[('beste', 12), ('slegste', 1), ('hartelijke', 1)]",True
best-known,[],False
best-performing,[],False
best-selling,[],False
better,"[('beter', 56), ('beters', 2), ('besser', 1)]",True
better-known,[],False
better-than-expected,[],False
beutifully,[],False
blameless,[],False
bless,[],True
blessing,[],False
bliss,[],True
blissful,"[('salige', 2), ('salige niksdoen', 1), ('niksdoen', 1)]",True
blissfully,[],False
blithe,[],False
blockbuster,[],False
bloom,[],False
blossom,[],False
bolster,[],False
bonny,[],False
bonus,[],False
bonuses,[],False
boom,"[('opbloei', 1), ('boem', 1)]",True
booming,[],False
boost,[],False
boundless,[],False
bountiful,[],False
brainiest,[],False
brainy,[],False
brand-new,[],False
brave,[],False
bravery,[],False
bravo,[],False
breakthrough,[],False
breakthroughs,[],False
breathlessness,[],False
breathtaking,[],False
breathtakingly,[],False
breeze,[],False
bright,[],False
brighten,[],False
brighter,[],False
brightest,[],False
brilliance,[],False
brilliances,[],False
brilliant,"[('blink', 1), ('brilliant', 1)]",True
brilliantly,[],False
brisk,[],False
brotherly,[],False
bullish,[],False
buoyant,[],False
cajole,[],False
calm,[],True
calming,[],False
calmness,[],False
capability,[],False
capable,"[('staat', 1), ('bekwaam', 1), ('opgewasse', 1)]",True
capably,[],False
captivate,[],False
captivating,[],False
carefree,[],False
cashback,[],False
cashbacks,[],False
catchy,[],False
celebrate,"[('vier', 2)]",True
celebrated,"[('gevier', 1)]",True
celebration,[],True
celebratory,[],False
champ,[],True
champion,"[('wêreldkampioen', 1)]",True
charisma,"[('charisma', 1)]",True
charismatic,"[('charismatiese', 1)]",True
charitable,[],False
charm,"[('beskoers', 1)]",True
charming,[],False
charmingly,[],False
chaste,[],False
cheaper,[],False
cheapest,[],False
cheer,[],True
cheerful,"[('vrolike', 1)]",True
cheery,[],False
cherish,[],False
cherished,[],False
cherub,[],False
chic,[],True
chivalrous,[],False
chivalry,[],False
civility,[],False
civilize,[],False
clarity,"[('duidelikheid', 1)]",True
classic,[],True
classy,[],False
clean,"[('clean', 1)]",True
cleaner,[],False
cleanest,[],False
cleanliness,[],False
cleanly,[],False
clear,"[('duidelik', 11), ('duidelike', 3), ('duidelik gewees', 1), ('gewees', 1), ('maak', 1)]",True
clear-cut,[],False
cleared,[],False
clearer,[],False
clearly,"[('duidelik', 2)]",True
clears,[],False
clever,"[('knap', 1)]",True
cleverly,[],False
cohere,[],False
coherence,[],False
coherent,[],False
cohesive,[],False
colorful,[],False
comely,[],False
comfort,[],False
comfortable,[],False
comfortably,[],False
comforting,[],False
comfy,[],False
commend,[],True
commendable,[],False
commendably,[],False
commitment,[],False
commodious,[],False
compact,[],False
compactly,[],False
compassion,[],False
compassionate,[],False
compatible,[],False
competitive,[],False
complement,[],False
complementary,[],False
complemented,[],False
complements,[],False
compliant,[],False
compliment,[],False
complimentary,[],False
comprehensive,"[('omvattende', 2), ('omvattend', 1)]",True
conciliate,[],False
conciliatory,[],False
concise,"[('beknopte', 1)]",True
confidence,[],False
confident,[],True
congenial,[],False
congratulate,[],False
congratulation,[],True
congratulations,"[('geluk', 3), ('baie', 1), ('baie geluk', 1)]",True
congratulatory,[],False
conscientious,[],False
considerate,[],False
consistent,[],True
consistently,[],False
constructive,"[('konstruktiewe', 2)]",True
consummate,[],False
contentment,[],False
continuity,[],False
contrasty,[],False
contribution,"[('bydrae', 11), ('bydra', 1), ('bydraegeskiedenis', 1)]",True
convenience,[],False
convenient,"[('gerieflik', 2)]",True
conveniently,[],False
convience,[],False
convienient,[],False
convient,[],False
convincing,[],False
convincingly,[],False
cool,"[('cool', 1)]",True
coolest,[],False
cooperative,[],False
cooperatively,[],False
cornerstone,[],False
correct,"[('korrekte', 21), ('korrek', 20), ('regte', 4), ('reg', 3), ('taalgewys korrek', 1)]",True
correctly,"[('reg', 3), ('onthou', 2), ('korrek', 2), ('weergegee', 1), ('correctly', 1)]",True
cost-effective,[],False
cost-saving,[],False
counter-attack,[],False
counter-attacks,[],False
courage,"[('moed', 2)]",True
courageous,[],False
courageously,[],False
courageousness,[],False
courteous,[],False
courtly,[],False
covenant,[],False
cozy,[],False
creative,"[('creative', 2), ('skeppende', 1), ('kreatief', 1)]",True
credence,[],False
credible,[],False
crisp,[],False
crisper,[],False
cure,"[('genees', 1), ('enigsins', 1), ('enigsins _ genees', 1)]",True
cure-all,[],False
cushy,[],False
cute,"[('oulik', 1)]",True
cuteness,[],False
danke,[],False
danken,[],False
daring,[],True
daringly,[],False
darling,[],False
dashing,[],False
dauntless,[],False
dawn,[],False
dazzle,[],False
dazzled,[],False
dazzling,[],False
dead-cheap,[],False
dead-on,[],False
decency,[],False
decent,"[('ordentlik', 2), ('ordentlike', 1), ('skafliker', 1)]",True
decisive,[],False
decisiveness,[],False
dedicated,[],False
defeat,"[('nederlaag', 1)]",True
defeated,[],False
defeating,[],False
defeats,[],False
defender,[],False
deference,[],False
deft,[],False
deginified,[],False
delectable,[],False
delicacy,[],False
delicate,[],False
delicious,[],False
delight,[],False
delighted,[],False
delightful,[],False
delightfully,[],False
delightfulness,[],False
dependable,[],False
dependably,[],False
deservedly,[],False
deserving,[],False
desirable,"[('wenslik', 2)]",True
desiring,[],False
desirous,[],False
destiny,[],False
detachable,[],False
devout,[],False
dexterous,[],False
dexterously,[],False
dextrous,[],False
dignified,[],False
dignify,[],False
dignity,"[('waardigheid', 1), ('menswaardigheid', 1)]",True
diligence,[],False
diligent,[],False
diligently,[],False
diplomatic,"[('diplomatieke', 2)]",True
dirt-cheap,[],False
distinction,"[('onderskeid', 2), ('onderskeiding', 1)]",True
distinctive,[],False
distinguished,[],False
diversified,[],False
divine,[],False
divinely,[],False
dominate,[],False
dominated,[],False
dominates,[],False
dote,[],True
dotingly,[],False
doubtless,[],False
dreamland,[],False
dumbfounded,[],False
dumbfounding,[],False
dummy-proof,[],False
durable,[],False
dynamic,"[('dinamiese', 1), ('dynamic', 1)]",True
eager,"[('gretig', 1)]",True
eagerly,[],False
eagerness,[],False
earnest,[],False
earnestly,[],False
earnestness,[],False
ease,[],True
eased,[],True
eases,[],True
easier,"[('makliker', 13), ('vergemaklik', 1), ('moontlik', 1)]",True
easiest,"[('maklikste', 1)]",True
easiness,[],False
easing,[],False
easy,"[('maklik', 7), ('maklike', 3)]",True
easy-to-use,[],False
easygoing,[],False
ebullience,[],False
ebullient,[],False
ebulliently,[],False
ecenomical,[],False
economical,"[('ekonomies', 2)]",True
ecstasies,[],False
ecstasy,[],False
ecstatic,[],False
ecstatically,[],False
edify,[],False
educated,[],False
effective,"[('doeltreffend', 1)]",True
effectively,"[('effektief', 1), ('effektiewelik', 1)]",True
effectiveness,[],False
effectual,[],False
efficacious,[],False
efficient,[],False
efficiently,[],False
effortless,[],True
effortlessly,"[('sonder', 1)]",True
effusion,[],False
effusive,[],False
effusively,[],False
effusiveness,[],False
elan,[],True
elate,[],True
elated,[],True
elatedly,[],False
elation,[],True
electrify,[],False
elegance,[],False
elegant,[],False
elegantly,[],False
elevate,[],True
elite,"[('eliteafrikatale', 1), ('elite', 1)]",True
eloquence,[],False
eloquent,[],False
eloquently,[],False
embolden,[],False
eminence,[],False
eminent,[],False
empathize,[],False
empathy,[],False
empower,[],False
empowerment,[],False
enchant,[],False
enchanted,[],False
enchanting,[],False
enchantingly,[],False
encourage,[],True
encouragement,[],False
encouraging,[],False
encouragingly,[],False
endear,[],False
endearing,[],False
endorse,[],False
endorsed,[],False
endorsement,[],False
endorses,[],False
endorsing,[],False
energetic,[],False
energize,[],False
energy-efficient,[],False
energy-saving,[],False
engaging,[],False
engrossing,[],False
enhance,[],False
enhanced,[],False
enhancement,[],False
enhances,[],False
enjoy,"[('geniet', 6), ('jy', 1)]",True
enjoyable,[],False
enjoyably,[],False
enjoyed,"[('het', 1)]",True
enjoying,"[('vakansie geniet', 1), ('geniet', 1), ('vakansie', 1)]",True
enjoyment,[],False
enjoys,[],False
enlighten,[],False
enlightenment,[],False
enliven,[],False
ennoble,[],False
enough,"[('genoeg', 17)]",True
enrapt,[],False
enrapture,[],False
enraptured,[],False
enrich,"[('verryk', 2)]",True
enrichment,[],False
enterprising,[],False
entertain,[],True
entertaining,[],False
entertains,[],False
enthral,[],False
enthrall,[],False
enthralled,[],False
enthuse,[],False
enthusiasm,[],False
enthusiast,[],True
enthusiastic,"[('entoesiastiese', 1)]",True
enthusiastically,[],False
entice,[],False
enticed,[],False
enticing,[],False
enticingly,[],False
entranced,[],False
entrancing,[],False
entrust,[],False
enviable,[],False
enviably,[],False
envious,[],False
enviously,[],False
enviousness,[],False
envy,[],False
equitable,[],False
ergonomical,[],False
err-free,[],False
erudite,[],False
ethical,[],False
eulogize,[],False
euphoria,[],False
euphoric,[],False
euphorically,[],False
evaluative,[],False
evenly,[],False
eventful,[],False
everlasting,[],False
evocative,[],False
exalt,[],False
exaltation,[],False
exalted,[],False
exaltedly,[],False
exalting,[],False
exaltingly,[],False
examplar,[],False
examplary,[],False
excallent,[],False
exceed,"[('uitstyg', 1)]",True
exceeded,[],False
exceeding,[],False
exceedingly,[],False
exceeds,[],False
excel,[],True
exceled,[],False
excelent,[],False
excellant,[],False
excelled,[],False
excellence,[],False
excellency,[],False
excellent,"[('uitstekende', 3), ('uitstekend', 2), ('uitmuntende', 1)]",True
excellently,[],False
excels,[],False
exceptional,"[('uitsonderlik', 2), ('uitsonderlike', 1)]",True
exceptionally,"[('uitsonderlik', 1)]",True
excite,[],True
excited,"[('opgewonde', 1)]",True
excitedly,[],False
excitedness,[],False
excitement,[],False
excites,[],False
exciting,[],False
excitingly,[],False
exellent,[],False
exemplar,[],False
exemplary,[],False
exhilarate,[],False
exhilarating,[],False
exhilaratingly,[],False
exhilaration,[],False
exonerate,[],False
expansive,[],False
expeditiously,[],False
expertly,[],False
exquisite,[],False
exquisitely,[],False
extol,[],False
extoll,[],False
extraordinarily,[],False
extraordinary,[],False
exuberance,[],False
exuberant,"[('uitgelate', 1), ('meevoerende uitgelate', 1), ('meevoerende', 1)]",True
exuberantly,[],False
exult,[],False
exultant,[],False
exultation,[],False
exultingly,[],False
eye-catch,[],False
eye-catching,[],False
eyecatch,[],False
eyecatching,[],False
fabulous,[],False
fabulously,[],False
facilitate,"[('vergemaklik', 1)]",True
fair,"[('fair', 1), ('billike', 1)]",True
fairly,"[('regverdig', 1)]",True
fairness,[],False
faith,"[('geloof', 2), ('gemeen', 1)]",True
faithful,[],True
faithfully,"[('telkens', 1)]",True
faithfulness,[],False
fame,[],False
famed,[],False
famous,"[('bekend', 2), ('bekendste', 1), ('bekende', 1), ('wêreldbekend', 1)]",True
famously,[],False
fancier,[],False
fancinating,[],False
fancy,[],False
fanfare,[],False
fans,"[('aanhangers', 2), ('ondersteuners', 1)]",True
fantastic,"[('fantasties', 3)]",True
fantastically,[],False
fascinate,[],False
fascinating,"[('gunstelingnavorsingsvelde', 1)]",True
fascinatingly,[],False
fascination,[],False
fashionable,[],False
fashionably,[],False
fast,"[('vinnig', 5)]",True
fast-growing,[],False
fast-paced,[],False
faster,[],False
fastest,[],False
fastest-growing,[],False
faultless,[],False
fav,[],True
fave,[],False
favor,"[('guns', 5), ('gunste', 2)]",True
favorable,[],True
favored,"[('gevind', 1)]",True
favorite,"[('gunsteling', 3), ('gunstelingnavorsingsvelde', 1), ('gunstelingplekke', 1), ('gunstelingparty', 1), ('gunstelingsnitte', 1)]",True
favorited,[],False
favour,[],False
fearless,[],False
fearlessly,[],False
feasible,[],False
feasibly,[],False
feat,[],True
feature-rich,[],False
fecilitous,[],False
feisty,[],False
felicitate,[],False
felicitous,[],False
felicity,[],False
fertile,[],False
fervent,[],False
fervently,[],False
fervid,[],False
fervidly,[],False
fervor,[],False
festive,[],False
fidelity,[],False
fiery,[],False
fine,"[('piekfyn', 2), ('prima', 2), ('goed', 1), ('mooi', 1), ('lekker', 1)]",True
fine-looking,[],False
finely,[],False
finer,[],False
finest,[],False
firmer,[],False
first-class,[],False
first-in-class,[],False
first-rate,[],False
flashy,[],False
flatter,"[('vlei', 1)]",True
flattering,[],False
flatteringly,[],False
flawless,[],False
flawlessly,[],False
flexibility,[],False
flexible,[],False
flourish,"[('opbloei', 1)]",True
flourishing,[],False
fluent,"[('magtig', 2)]",True
flutter,[],False
fond,[],False
fondly,[],False
fondness,[],False
foolproof,[],False
foremost,[],False
foresight,[],False
formidable,[],False
fortitude,[],False
fortuitous,[],False
fortuitously,[],False
fortunate,[],True
fortunately,"[('gelukkig', 1)]",True
fortune,"[('fortuin', 1), ('fortuinsoekers', 1)]",True
fragrant,[],False
free,"[('gratis', 9), ('vrye', 3), ('vrystaatse', 1), ('kan', 1), ('gerus', 1)]",True
freed,[],True
freedom,[],True
freedoms,"[('vryhede', 1)]",True
fresh,[],True
fresher,[],False
freshest,[],False
friendliness,[],False
friendly,"[('ekovriendelikste', 1)]",True
frolic,[],False
frugal,[],True
fruitful,[],False
ftw,[],True
fulfillment,[],False
fun,"[('wikipret', 1), ('karnavalpret', 1), ('interessantheid', 1), ('pret', 1), ('lekkerte', 1)]",True
futurestic,[],False
futuristic,[],False
gaiety,[],False
gaily,[],False
gain,"[('gewigstoename', 1)]",True
gained,"[('gewin', 1)]",True
gainful,[],False
gainfully,[],False
gaining,[],False
gains,[],True
gallant,[],False
gallantly,[],False
galore,[],False
geekier,[],False
geeky,[],False
gem,[],True
gems,[],False
generosity,[],False
generous,"[('ruim', 2), ('ruime', 1)]",True
generously,[],False
genial,[],False
genius,"[('génial', 1)]",True
gentle,[],True
gentlest,[],False
genuine,[],True
gifted,[],False
glad,"[('bly', 2), ('dat', 1), ('bly dat', 1)]",True
gladden,[],False
gladly,[],False
gladness,[],False
glamorous,[],False
glee,[],False
gleeful,[],False
gleefully,[],False
glimmer,[],False
glimmering,[],False
glisten,[],False
glistening,[],False
glitter,[],False
glitz,[],False
glorify,[],False
glorious,[],False
gloriously,[],False
glory,[],False
glow,[],False
glowing,[],False
glowingly,[],False
god-given,[],False
god-send,[],False
godlike,[],False
godsend,[],False
gold,"[('goud', 2), ('goudstandaard', 1), ('goudstawe', 1)]",True
golden,"[('goue', 1)]",True
good,"[('goeie', 42), ('goed', 28), ('goeienaand', 14), ('goeiemore', 3), ('lekker', 2)]",True
goodly,[],False
goodness,[],False
goodwill,[],False
goood,[],False
gooood,[],False
gorgeous,[],False
gorgeously,[],False
grace,"[('genade', 1)]",True
graceful,[],False
gracefully,[],False
gracious,[],False
graciously,[],False
graciousness,[],False
grand,"[('grand', 2)]",True
grandeur,[],False
grateful,"[('dankbaar', 1)]",True
gratefully,[],False
gratification,[],False
gratified,[],False
gratifies,[],False
gratify,[],False
gratifying,[],False
gratifyingly,[],False
gratitude,[],False
great,"[('groot', 6), ('goeie', 4), ('baie', 2), ('grootbrittanje', 1), ('puik', 1)]",True
greatest,"[('grootste', 2)]",True
greatness,"[('greatness', 1)]",True
grin,[],False
groundbreaking,[],False
guarantee,"[('waarborg', 1)]",True
guidance,[],False
guiltless,[],False
gumption,[],False
gush,[],True
gusto,[],False
gutsy,[],False
hail,[],False
halcyon,[],False
hale,[],True
hallmark,[],False
hallmarks,[],False
hallowed,[],False
handier,[],False
handily,[],False
hands-down,[],False
handsome,"[('knapsekêrel', 1)]",True
handsomely,[],False
handy,"[('handig', 1)]",True
happier,[],False
happily,"[('lustig', 1)]",True
happiness,[],False
happy,"[('bly', 3), ('gelukkig', 2), ('tevrede', 1), ('happy', 1)]",True
hard-working,[],False
hardier,[],False
hardy,[],False
harmless,[],False
harmonious,[],False
harmoniously,[],False
harmonize,[],False
harmony,[],False
