0,1,2
interesting,"[('thú', 7), ('vị', 3), ('vị chứ', 1), ('chứ', 1), ('thú vị', 1)]",True
cool,"[('chanh', 1), ('phết', 1), ('ngầu', 1), ('bị', 1), ('lạnh', 1)]",True
excellent,"[('biên', 1), ('xuất', 1)]",True
awesome,"[('ghê', 1)]",True
Strategy - 1st_person_pl.,,
we,"[('ta', 200), ('chúng', 48), ('chúng ta', 19), ('tôi', 10), ('mình', 8)]",True
our,"[('ta', 12), ('chúng', 12), ('mình', 4), ('chúng ta', 2), ('our', 2)]",True
us,"[('mỹ', 20), ('chúng', 12), ('ta', 11), ('chúng ta', 7), ('hoa', 5)]",True
ourselves,[],False
Strategy - 1st_person,,
i,"[('tôi', 1323), ('mình', 483), ('em', 106), ('không', 32), ('anh', 23)]",True
my,"[('tôi', 150), ('mình', 100), ('bạn', 11), ('của', 8), ('những', 7)]",True
mine,"[('tôi', 8), ('em', 2), ('mình', 2), ('ta', 1), ('sao _ ta', 1)]",True
myself,"[('mình', 10), ('thân', 2), ('không', 1), ('myself', 1), ('thân mình', 1)]",True
Strategy - 1st_person_start,,
i,"[('tôi', 1323), ('mình', 483), ('em', 106), ('không', 32), ('anh', 23)]",True
my,"[('tôi', 150), ('mình', 100), ('bạn', 11), ('của', 8), ('những', 7)]",True
mine,"[('tôi', 8), ('em', 2), ('mình', 2), ('ta', 1), ('sao _ ta', 1)]",True
myself,"[('mình', 10), ('thân', 2), ('không', 1), ('myself', 1), ('thân mình', 1)]",True
Strategy - 2nd_person,,
you,"[('bạn', 1853), ('anh', 178), ('có', 70), ('thể', 44), ('mình', 36)]",True
your,"[('bạn', 215), ('mình', 34), ('anh', 20), ('các', 11), ('những', 7)]",True
yours,"[('bạn', 5), ('của', 4), ('không', 2), ('bạn được không', 1), ('được', 1)]",True
yourself,"[('mình', 17), ('tự', 4), ('thân', 3), ('bạn', 2), ('nhân', 1)]",True
Strategy - 2nd_person_start,,
you,"[('bạn', 1853), ('anh', 178), ('có', 70), ('thể', 44), ('mình', 36)]",True
your,"[('bạn', 215), ('mình', 34), ('anh', 20), ('các', 11), ('những', 7)]",True
yours,"[('bạn', 5), ('của', 4), ('không', 2), ('bạn được không', 1), ('được', 1)]",True
yourself,"[('mình', 17), ('tự', 4), ('thân', 3), ('bạn', 2), ('nhân', 1)]",True
Strategy - Indirect_(greeting),,
hi,"[('chào', 67), ('hi', 15), ('xin', 7), ('anh', 3), ('chào bác', 1)]",True
hello,"[('chào', 102), ('bạn', 9), ('chào bạn', 8), ('xin', 4), ('hello', 3)]",True
hey,"[('ê', 7), ('này', 6), ('nè', 3), ('ờ', 2), ('ơi', 2)]",True
Strategy - Direct_question,,
what,"[('gì', 395), ('sao', 141), ('nào', 90), ('thế', 68), ('cái', 41)]",True
why,"[('sao', 699), ('tại', 52), ('tại sao', 40), ('gì', 26), ('vì', 16)]",True
who,"[('ai', 124), ('người', 31), ('mà', 13), ('bạn', 9), ('nào', 7)]",True
how,"[('sao', 156), ('cách', 79), ('thế', 68), ('làm', 39), ('bạn', 28)]",True
Strategy - Direct_start,,
so,"[('vậy', 367), ('nên', 208), ('thế', 64), ('để', 55), ('như', 50)]",True
then,"[('rồi', 120), ('thì', 99), ('đó', 37), ('sau', 19), ('vậy', 9)]",True
and,"[('và', 1385), (',', 127), ('còn', 113), ('mà', 76), ('rồi', 66)]",True
but,"[('nhưng', 729), ('mà', 306), ('chứ', 80), ('nhiên', 15), ('còn', 11)]",True
or,"[('hay', 732), ('hoặc', 241), (',', 9), ('or', 4), ('trở', 2)]",True
Strategy - HASPOSITIVE,,
a+,[],False
abound,"[('rẫy', 1)]",True
abounds,[],False
abundance,[],False
abundant,"[('nguồn', 1)]",True
accessable,[],False
accessible,"[('truy cập', 1), ('truy', 1), ('cập', 1)]",True
acclaim,[],False
acclaimed,[],False
acclamation,[],False
accolade,[],False
accolades,[],False
accommodative,[],False
accomodative,[],False
accomplish,[],False
accomplished,[],False
accomplishment,[],False
accomplishments,[],False
accurate,"[('xác', 13), ('dễ', 1), ('cao', 1)]",True
accurately,"[('xác', 2)]",True
achievable,[],False
achievement,"[('tựu', 1)]",True
achievements,"[('thành', 2), ('tích', 2), ('học', 1), ('thành tích', 1)]",True
achievible,[],False
acumen,[],False
adaptable,[],False
adaptive,[],False
adequate,[],False
adjustable,[],False
admirable,"[('ngưỡng', 1)]",True
admirably,[],False
admiration,[],False
admire,"[('ngưỡng', 2), ('ngưỡng mộ', 2), ('mộ', 2), ('phục', 1), ('cảm', 1)]",True
admirer,[],False
admiring,[],False
admiringly,[],False
adorable,[],False
adore,[],False
adored,[],False
adorer,[],False
adoring,[],False
adoringly,[],False
adroit,[],False
adroitly,[],False
adulate,[],False
adulation,[],False
adulatory,[],False
advanced,"[('tiến', 2), ('cao', 1), ('các', 1)]",True
advantage,"[('lợi', 1)]",True
advantageous,[],False
advantageously,[],False
advantages,[],False
adventuresome,[],False
adventurous,[],False
advocate,"[('ủng', 2)]",True
advocated,"[('chủ', 1)]",True
advocates,"[('hộ', 1), ('ủng hộ', 1), ('ủng', 1)]",True
affability,[],False
affable,[],False
affably,[],False
affectation,[],False
affection,"[('tưởng', 1)]",True
affectionate,[],False
affinity,"[('affinity', 1)]",True
affirm,[],True
affirmation,"[('khẳng', 1)]",True
affirmative,[],False
affluence,[],False
affluent,[],False
afford,[],True
affordable,"[('chăng', 1), ('phải', 1), ('phải _ có', 1), ('có', 1)]",True
affordably,[],False
afordable,[],False
agile,[],False
agilely,[],False
agility,[],False
agreeable,[],False
agreeableness,[],False
agreeably,[],False
all-around,[],False
alluring,[],False
alluringly,[],False
altruistic,[],False
altruistically,[],False
amaze,[],False
amazed,[],False
amazement,[],False
amazes,[],False
amazing,[],False
amazingly,[],False
ambitious,"[('tham', 1), ('vọng', 1), ('tham vọng', 1)]",True
ambitiously,[],False
ameliorate,[],False
amenable,[],False
amenity,[],False
amiability,[],False
amiabily,[],False
amiable,[],False
amicability,[],False
amicable,[],False
amicably,[],False
amity,[],False
ample,[],True
amply,[],False
amuse,[],True
amusing,[],False
amusingly,[],False
angel,"[('thần', 2), ('thiên', 1), ('thiên thần', 1)]",True
angelic,[],False
apotheosis,[],False
appeal,"[('thẩm', 2), ('cáo', 1)]",True
appealing,[],False
applaud,"[('rất hoan nghênh', 1), ('nghênh', 1), ('hoan', 1), ('rất', 1)]",True
appreciable,[],False
appreciate,"[('đánh', 2), ('cám', 1), ('cảm', 1), ('trọng', 1), ('trân trọng', 1)]",True
appreciated,"[('đánh', 1), ('cao', 1), ('đánh _ cao', 1)]",True
appreciates,"[('đề', 1), ('đề cao', 1), ('cao', 1)]",True
appreciative,[],False
appreciatively,[],False
appropriate,"[('hợp', 90), ('phù', 64), ('phù hợp', 63), ('thể', 1), ('thể _ hợp', 1)]",True
approval,"[('thuận', 1)]",True
approve,"[('qua', 1)]",True
ardent,[],False
ardently,[],False
ardor,[],False
articulate,[],False
aspiration,[],True
aspirations,"[('nguyện', 1), ('vọng', 1), ('nguyện vọng', 1)]",True
aspire,[],False
assurance,"[('đảm', 1), ('bảo', 1), ('đảm bảo', 1)]",True
assurances,[],False
assure,[],True
assuredly,[],False
assuring,[],False
astonish,[],True
astonished,[],False
astonishing,[],False
astonishingly,[],False
astonishment,"[('nhiên', 1)]",True
astound,[],False
astounded,[],False
astounding,[],False
astoundingly,[],False
astutely,[],False
attentive,"[('ý', 1), ('chú ý', 1), ('chú', 1)]",True
attraction,[],True
attractive,"[('hút', 1), ('sức', 1), ('sức hút', 1)]",True
attractively,[],False
attune,[],False
audible,[],False
audibly,[],False
auspicious,[],False
authentic,"[('thực', 1), ('xác', 1), ('bản', 1), ('bản _ xác thực', 1)]",True
authoritative,"[('quyền', 1), ('thẩm', 1), ('thẩm quyền', 1)]",True
autonomous,[],False
available,"[('có', 9), ('sẵn', 6), ('tại', 1), ('đang', 1), ('sắn', 1)]",True
aver,[],True
avid,[],True
avidly,[],False
award,"[('giải', 4), ('thưởng', 3), ('giải thưởng', 1)]",True
awarded,"[('trao', 4), ('trao tặng', 2), ('tặng', 2), ('phong', 1)]",True
awards,"[('thưởng', 5), ('giải', 4), ('giải thưởng', 3), ('trao tặng', 1), ('tặng', 1)]",True
awe,[],True
awed,[],False
awesome,"[('ghê', 1)]",True
awesomely,[],False
awesomeness,[],False
awestruck,[],False
awsome,[],False
backbone,[],False
balanced,[],False
bargain,[],False
beauteous,[],False
beautiful,"[('đẹp', 14)]",True
beautifullly,[],False
beautifully,"[('đẹp', 1)]",True
beautify,[],False
beauty,"[('đẹp', 4), ('hậu', 2), ('lien', 1)]",True
beckon,[],False
beckoned,[],False
beckoning,[],False
beckons,[],False
believable,[],True
believeable,[],False
beloved,[],True
benefactor,[],False
beneficent,[],False
beneficial,"[('lợi', 3), ('ích', 2), ('ích lợi', 1)]",True
beneficially,[],False
beneficiary,[],False
benefit,"[('lợi', 10), ('cho', 1), ('ích', 1)]",True
benefits,"[('lợi', 4), ('ích', 1), ('lợi ích', 1)]",True
benevolence,[],False
benevolent,[],False
benifits,[],False
best,"[('nhất', 10), ('tốt', 5), ('tối', 2), ('best', 1), ('có _ nhất', 1)]",True
best-known,[],False
best-performing,[],False
best-selling,[],False
better,"[('hơn', 30), ('tốt', 17), ('giỏi', 3), ('tốt hơn', 2), ('khác', 2)]",True
better-known,[],False
better-than-expected,[],False
beutifully,[],False
blameless,[],False
bless,"[('phù _ cho', 1), ('phù', 1), ('cho', 1)]",True
blessing,[],False
bliss,[],False
blissful,[],False
blissfully,[],False
blithe,[],False
blockbuster,[],False
bloom,[],True
blossom,[],False
bolster,[],False
bonny,[],False
bonus,"[('thưởng', 1)]",True
bonuses,[],False
boom,[],True
booming,[],False
boost,[],False
boundless,[],False
bountiful,[],False
brainiest,[],False
brainy,[],False
brand-new,[],False
brave,"[('brave', 1)]",True
bravery,[],False
bravo,[],False
breakthrough,"[('bức phá', 1), ('phá', 1), ('bức', 1)]",True
breakthroughs,[],False
breathlessness,[],False
breathtaking,[],False
breathtakingly,[],False
breeze,[],False
bright,[],False
brighten,[],False
brighter,[],False
brightest,[],False
brilliance,[],False
brilliances,[],False
brilliant,"[('chói', 1), ('mơ _ chói', 1), ('mơ', 1)]",True
brilliantly,[],False
brisk,[],False
brotherly,[],False
bullish,[],False
buoyant,[],False
cajole,[],False
calm,"[('bình', 4), ('bình tĩnh', 3), ('tĩnh', 3), ('bình tâm', 1), ('tâm', 1)]",True
calming,[],False
calmness,[],False
capability,[],False
capable,"[('khả', 3), ('lực', 1), ('năng', 1), ('khả năng', 1)]",True
capably,[],False
captivate,[],False
captivating,[],False
carefree,[],False
cashback,[],False
cashbacks,[],False
catchy,[],False
celebrate,"[('ăn', 1)]",True
celebrated,[],False
celebration,[],False
celebratory,[],False
champ,[],True
champion,"[('vô địch', 1), ('địch', 1), ('vô', 1)]",True
charisma,[],False
charismatic,[],False
charitable,[],False
charm,"[('ấp', 1), ('mộng', 1)]",True
charming,[],False
charmingly,[],False
chaste,[],False
cheaper,[],False
cheapest,[],False
cheer,"[('cố', 1)]",True
cheerful,[],False
cheery,[],False
cherish,[],True
cherished,"[('ấp', 1)]",True
cherub,[],False
chic,[],True
chivalrous,[],False
chivalry,[],False
civility,[],False
civilize,[],True
clarity,[],False
classic,[],False
classy,[],False
clean,"[('dọn', 3), ('sạch', 3), ('luôn', 1), ('sạch luôn', 1), ('clean', 1)]",True
cleaner,[],False
cleanest,[],False
cleanliness,[],False
cleanly,[],False
clear,"[('rõ', 62), ('ràng', 18), ('rõ ràng', 11), ('xóa', 1), ('tỏ', 1)]",True
clear-cut,[],False
cleared,[],False
clearer,"[('rõ ràng hơn', 1), ('ràng', 1), ('rõ', 1), ('hơn', 1)]",True
clearly,"[('rõ', 27), ('ràng', 7), ('ghi', 4), ('rõ ràng', 3), ('đã', 3)]",True
clears,[],False
clever,[],False
cleverly,[],False
cohere,[],True
coherence,"[('lạc', 1), ('chính _ sự mạch lạc', 1), ('chính', 1), ('sự', 1), ('mạch', 1)]",True
coherent,"[('ràng', 1)]",True
cohesive,[],False
colorful,[],False
comely,[],False
comfort,[],True
comfortable,"[('thuận', 2), ('tình', 1), ('thuận tình', 1), ('hiểu', 1), ('dễ', 1)]",True
comfortably,"[('thoải', 1), ('thoải mái', 1), ('mái', 1)]",True
comforting,[],False
comfy,[],False
commend,[],True
commendable,[],False
commendably,[],False
commitment,"[('kết', 3)]",True
commodious,[],False
compact,"[('gọn', 2)]",True
compactly,[],False
compassion,"[('thiện nhượng', 1), ('thiện', 1), ('nhượng', 1)]",True
compassionate,[],False
compatible,[],False
competitive,"[('tranh', 1)]",True
complement,[],True
complementary,"[('bổ', 1)]",True
complemented,[],False
complements,"[('bổ', 1), ('bổ _ cho', 1), ('cho', 1)]",True
compliant,[],True
compliment,[],False
complimentary,[],False
comprehensive,"[('toàn', 1)]",True
conciliate,[],False
conciliatory,[],False
concise,"[('cụ', 1), ('súc tích', 1), ('tích', 1), ('súc', 1)]",True
confidence,"[('tin', 1), ('nhiệm', 1)]",True
confident,"[('tin', 1), ('thoải', 1), ('thoải _ tin', 1)]",True
congenial,[],False
congratulate,"[('chúc', 2), ('chúc mừng', 1), ('mừng', 1)]",True
congratulation,[],True
congratulations,"[('chúc', 5), ('chúc mừng', 4), ('mừng', 4)]",True
congratulatory,[],False
conscientious,"[('có', 1)]",True
considerate,[],False
consistent,"[('thống', 2), ('thống nhất', 1), ('nhất', 1)]",True
consistently,[],True
constructive,"[('xây', 3), ('thời', 1), ('dựng', 1), ('thời _ xây dựng', 1), ('ý', 1)]",True
consummate,[],False
contentment,[],False
continuity,[],False
contrasty,[],False
contribution,"[('góp', 15), ('đóng góp', 1), ('đóng', 1)]",True
convenience,"[('tiện', 4), ('lợi', 2), ('sự', 1), ('sự tiện lợi', 1), ('giúp', 1)]",True
convenient,"[('tiện', 7), ('thuận', 3), ('thuận tiện', 2), ('thuận lợi', 1), ('lợi', 1)]",True
conveniently,[],False
convience,[],False
convienient,[],False
convient,[],False
convincing,"[('phục', 3), ('thuyết', 3), ('thuyết phục', 2), ('lẽ thuyết phục', 1), ('lẽ', 1)]",True
convincingly,[],False
cool,"[('chanh', 1), ('phết', 1), ('ngầu', 1), ('bị', 1), ('lạnh', 1)]",True
coolest,[],False
cooperative,[],False
cooperatively,[],False
cornerstone,[],False
correct,"[('đúng', 53), ('sửa', 32), ('xác', 9), ('chỉnh', 5), ('sửa lại', 1)]",True
correctly,"[('đúng', 6), ('xác', 4), ('không', 2), ('cho đúng', 2), ('cho', 2)]",True
cost-effective,[],False
cost-saving,[],False
counter-attack,[],False
counter-attacks,[],False
courage,"[('đảm', 1), ('khí', 1)]",True
courageous,[],False
courageously,[],False
courageousness,[],False
courteous,[],False
courtly,[],False
covenant,[],False
cozy,[],False
creative,"[('creative', 4), ('tạo', 2), ('sáng', 2), ('sáng tạo', 1)]",True
credence,[],False
credible,[],False
crisp,[],False
crisper,[],False
cure,"[('chữa', 1)]",True
cure-all,[],False
cushy,[],False
cute,"[('cute', 1), ('đi', 1), ('ghê', 1), ('ghê đi', 1)]",True
cuteness,[],False
danke,[],False
danken,[],False
daring,"[('dám', 4)]",True
daringly,[],False
darling,[],False
dashing,[],False
dauntless,[],False
dawn,[],True
dazzle,[],False
dazzled,[],False
dazzling,[],False
dead-cheap,[],False
dead-on,[],False
decency,[],False
decent,"[('đàng', 2), ('đàng _ vô', 1), ('vô', 1), ('lệch', 1)]",True
decisive,"[('quyết', 1)]",True
decisiveness,[],True
dedicated,"[('dành', 2), ('riêng', 1)]",True
defeat,"[('bại', 2), ('thất', 1), ('thất bại', 1), ('thua', 1)]",True
defeated,"[('bại', 3), ('đánh', 1)]",True
defeating,"[('đánh', 1), ('đánh bại', 1), ('bại', 1), ('dẹp', 1)]",True
defeats,[],False
defender,"[('vệ', 1)]",True
deference,[],False
deft,[],False
deginified,[],False
delectable,[],False
delicacy,[],False
delicate,[],True
delicious,"[('lành', 1), ('lành _ hén', 1), ('hén', 1), ('ngon', 1)]",True
delight,[],False
delighted,[],False
delightful,[],False
delightfully,[],False
delightfulness,[],False
dependable,[],False
dependably,[],False
deservedly,[],False
deserving,"[('thế', 1)]",True
desirable,[],False
desiring,[],False
desirous,[],False
destiny,[],False
detachable,[],False
devout,[],False
dexterous,[],False
dexterously,[],False
dextrous,[],False
dignified,"[('trang trọng', 1), ('trọng', 1), ('trang', 1)]",True
dignify,[],False
dignity,"[('nhân', 3), ('phẩm', 3), ('nhân phẩm', 2)]",True
diligence,"[('siêng', 1)]",True
diligent,"[('siêng', 1)]",True
diligently,"[('cần', 1), ('mẫn', 1), ('cần mẫn', 1)]",True
diplomatic,"[('ngoại', 6), ('giao', 1), ('lãnh', 1), ('ngoại giao', 1), ('mối _ ngoại', 1)]",True
dirt-cheap,[],False
distinction,"[('phân', 4), ('biệt', 2), ('phân biệt', 2)]",True
distinctive,"[('đặc', 1), ('đặc trưng', 1), ('trưng', 1)]",True
distinguished,"[('phân', 1)]",True
diversified,[],False
divine,"[('thiên', 1)]",True
divinely,[],False
dominate,[],False
dominated,[],False
dominates,[],False
dote,[],True
dotingly,[],False
doubtless,[],False
dreamland,[],False
dumbfounded,[],False
dumbfounding,[],False
dummy-proof,[],False
durable,"[('bền', 1)]",True
dynamic,"[('động', 2)]",True
eager,"[('thiết', 2), ('nóng', 1), ('tha thiết', 1), ('tha', 1), ('háo', 1)]",True
eagerly,"[('hục', 1), ('hì hục', 1), ('hì', 1)]",True
eagerness,[],False
earnest,[],True
earnestly,"[('thiết', 1), ('mong', 1), ('tha', 1), ('tha thiết mong', 1)]",True
earnestness,[],False
ease,"[('dễ', 2)]",True
eased,[],True
eases,[],False
easier,"[('dễ', 13)]",True
easiest,[],False
easiness,[],False
easing,[],True
easy,"[('dễ', 37), ('dễ dãi', 1), ('dãi', 1)]",True
easy-to-use,[],False
easygoing,[],False
ebullience,[],False
ebullient,[],False
ebulliently,[],False
ecenomical,[],False
economical,"[('kinh', 1)]",True
ecstasies,[],False
ecstasy,[],False
ecstatic,[],False
ecstatically,[],False
edify,[],False
educated,"[('học', 2), ('cao', 1), ('dục', 1), ('giáo', 1), ('giáo dục', 1)]",True
effective,"[('quả', 5), ('hiệu', 4), ('hiệu quả', 3), ('hữu', 1), ('dụng', 1)]",True
effectively,"[('hiệu quả', 1), ('quả', 1), ('hiệu', 1)]",True
effectiveness,[],False
effectual,[],False
efficacious,[],False
efficient,"[('quả', 1)]",True
efficiently,[],False
effortless,[],False
effortlessly,[],False
effusion,[],False
effusive,[],False
effusively,[],False
effusiveness,[],False
elan,[],True
elate,[],True
elated,[],True
elatedly,[],False
elation,[],True
electrify,[],False
elegance,[],False
elegant,[],False
elegantly,[],False
elevate,[],False
elite,"[('tú nhất', 1), ('nhất', 1), ('tú', 1)]",True
eloquence,[],False
eloquent,[],False
eloquently,[],False
embolden,[],False
eminence,[],False
eminent,[],False
empathize,[],False
empathy,[],False
empower,[],False
empowerment,[],False
enchant,[],False
enchanted,[],False
enchanting,[],False
enchantingly,[],False
encourage,"[('khích', 2)]",True
encouragement,"[('ơn _ của', 1), ('ơn', 1), ('của', 1)]",True
encouraging,"[('khích', 1), ('lệ', 1), ('khích lệ', 1)]",True
encouragingly,[],False
endear,[],False
endearing,[],False
endorse,"[('nhận', 1), ('xác nhận', 1), ('xác', 1), ('hộ', 1), ('ủng hộ', 1)]",True
endorsed,"[('endorsed', 1)]",True
endorsement,[],False
endorses,[],False
endorsing,[],False
energetic,"[('xông xáo', 1), ('xông', 1), ('xáo', 1)]",True
energize,[],False
energy-efficient,[],False
energy-saving,[],False
engaging,[],False
engrossing,[],False
enhance,[],True
enhanced,"[('cao', 1), ('làm', 1), ('cao _ làm', 1)]",True
enhancement,"[('cường', 1), ('tăng', 1), ('tăng cường', 1)]",True
enhances,[],False
enjoy,"[('thức', 2), ('thích', 2), ('rất thích', 1), ('rất', 1)]",True
enjoyable,[],False
enjoyably,[],False
enjoyed,"[('thích', 1)]",True
enjoying,[],False
enjoyment,[],False
enjoys,[],False
enlighten,"[('sáng _ hận', 1), ('sáng', 1), ('hận', 1), ('ngộ', 1), ('giác', 1)]",True
enlightenment,"[('ngộ', 1), ('gíac ngộ', 1), ('gíac', 1), ('khai lạc', 1), ('khai', 1)]",True
enliven,[],False
ennoble,[],False
enough,"[('đủ', 81), ('để', 1), ('chưa', 1), ('đủ _ chưa', 1), ('có _ đủ', 1)]",True
enrapt,[],False
enrapture,[],False
enraptured,[],False
enrich,"[('làm', 1)]",True
enrichment,[],False
enterprising,[],False
entertain,[],True
entertaining,[],False
entertains,[],False
enthral,[],False
enthrall,[],False
enthralled,[],False
enthuse,[],False
enthusiasm,"[('huyết', 2), ('nhiệt', 2), ('nhiệt huyết', 2), ('ngọn _ nhiệt huyết', 1), ('ngọn', 1)]",True
enthusiast,"[('mê', 1), ('đam mê', 1), ('đam', 1)]",True
enthusiastic,"[('nhiệt', 5), ('tình', 3), ('nhiệt tình', 3), ('kĩ', 2), ('nhiệt _ kĩ', 2)]",True
enthusiastically,"[('tình', 1), ('nhiệt tình', 1), ('nhiệt', 1), ('hăng', 1)]",True
entice,[],False
enticed,[],False
enticing,[],False
enticingly,[],False
entranced,[],False
entrancing,[],False
entrust,[],False
