0,1,2
probably,"[('ஒருவேளை', 2), ('உலகமே', 1)]",True
relatively,[],False
roughly,[],True
seems,"[('தெரிகிறது', 9), ('தோன்றுகிறது', 5), ('உள்ளது', 4), ('தெரிகின்றது', 2), ('இருப்பது', 2)]",True
should,"[('வேண்டும்', 53), ('வேண்டுமா', 12), ('கூடாது', 9), ('என்ன', 5), ('என', 4)]",True
sometimes,"[('சில', 4), ('சமயம்', 2), ('சில சமயம்', 2), ('சிலசமயங்களில்', 1), ('நேரங்களில்', 1)]",True
somewhat,"[('ஓரளவுக்கு', 2), ('சற்றே', 1)]",True
suggest,"[('பரிந்துரைக்களாம்', 1)]",True
suggested,"[('பரிந்துரைக்கப்பட்டு', 1), ('பரிந்துரைத்துள்ளீர்கள்', 1), ('பரிந்துரைத்த', 1)]",True
suppose,"[('பெறுகிறோம்', 1)]",True
suspect,[],True
tend to,[],True
tends to,[],True
typical,[],False
typically,[],False
uncertain,[],False
uncertainly,[],False
unclear,"[('தெளிவில்லை', 1)]",True
unclearly,[],False
unlikely,[],False
usually,"[('பொதுவாக', 10), ('வழக்கம்', 2)]",True
broadly,[],False
tended to,[],True
presumably,[],False
suggests,[],True
from this perspective,[],False
from my perspective,[],False
in my view,[],False
in this view,[],False
in our opinion,[],False
in my opinion,[],True
to my knowledge,[],False
fairly,"[('ஓரளவு', 1)]",True
quite,[],False
rather,"[('மாறாக', 2), ('போல்', 1), ('விடுவதைவிட _ விடலாமே', 1), ('விடலாமே', 1), ('விடுவதைவிட', 1)]",True
argue,"[('இருப்பதை', 1)]",True
argues,[],True
argued,"[('வாதிட்டனரா', 1)]",True
claims,"[('இக்கூற்றுகளுக்கு', 1), ('கூற்றுகள்', 1)]",True
feels,[],False
indicates,"[('எனக்', 1), ('குறிப்பிடுகிறது', 1), ('எனக் குறிப்பிடுகிறது', 1)]",True
supposed,[],False
supposes,[],False
suspects,[],False
postulates,[],False
Strategy - Deference,,
great,"[('பெரிய', 2), ('சிறந்த', 1), ('பெரும்பறை', 1), ('பெரியப்', 1), ('மிகுந்த', 1)]",True
good,"[('நல்ல', 41), ('நல்லது', 12), ('நன்று', 7), ('நன்றாக', 4), ('good', 2)]",True
nice,"[('நன்றாக', 11), ('மகிழ்ச்சி', 4), ('நல்லதல்லவா', 3), ('நன்று', 3), ('நல்லது', 2)]",True
good,"[('நல்ல', 41), ('நல்லது', 12), ('நன்று', 7), ('நன்றாக', 4), ('good', 2)]",True
interesting,"[('சிறப்பாக', 1), ('ஆர்வமூட்டும்', 1)]",True
cool,"[('குளிர்ச்சியாக', 1), ('தேவையற்ற', 1), ('எப்படி', 1)]",True
excellent,"[('மிகச்சிறந்த', 1), ('நன்று', 1)]",True
awesome,"[('அருமை', 4), ('வியப்பாக', 3), ('அற்புதமான', 2), ('மிக்க', 1)]",True
Strategy - 1st_person_pl.,,
we,"[('நாம்', 122), ('உங்களைப்', 38), ('சிலரின்', 21), ('நாங்கள்', 9), ('நாமும்', 5)]",True
our,"[('நமது', 17), ('நம்', 15), ('எங்கள்', 10), ('எமது', 9), ('நாங்கள்', 2)]",True
us,"[('நாம்', 6), ('நம்மிடம்', 5), ('நான்', 2), ('உங்கள்', 2), ('நீங்கள்', 2)]",True
ourselves,"[('நாமே', 1), ('நீங்கள்', 1)]",True
Strategy - 1st_person,,
i,"[('நான்', 305), ('நீங்கள்', 49), ('எனக்கு', 40), ('நினைக்கிறேன்', 22), ('நானும்', 16)]",True
my,"[('எனது', 83), ('என்', 61), ('என்னுடைய', 30), ('நான்', 4), ('உங்கள்', 3)]",True
mine,"[('என்னுடையது', 2), ('எனதுதான்', 1)]",True
myself,"[('என்னைப்', 3), ('நானே', 1), ('ஆச்சரியப்படாதீர்கள்', 1), ('விட்டேன்', 1), ('என்னுடைய', 1)]",True
Strategy - 1st_person_start,,
i,"[('நான்', 305), ('நீங்கள்', 49), ('எனக்கு', 40), ('நினைக்கிறேன்', 22), ('நானும்', 16)]",True
my,"[('எனது', 83), ('என்', 61), ('என்னுடைய', 30), ('நான்', 4), ('உங்கள்', 3)]",True
mine,"[('என்னுடையது', 2), ('எனதுதான்', 1)]",True
myself,"[('என்னைப்', 3), ('நானே', 1), ('ஆச்சரியப்படாதீர்கள்', 1), ('விட்டேன்', 1), ('என்னுடைய', 1)]",True
Strategy - 2nd_person,,
you,"[('நீங்கள்', 430), ('உங்களுக்கு', 70), ('உங்களைப்', 63), ('நான்', 54), ('உங்களால்', 52)]",True
your,"[('உங்கள்', 224), ('உங்களது', 15), ('உங்களின்', 11), ('உங்களுடைய', 8), ('உங்க', 6)]",True
yours,"[('உங்களுடையதா', 4), ('என்னுடையது', 2), ('உங்களதா', 2), ('உங்களதாக', 1), ('உங்கள்', 1)]",True
yourself,"[('விரும்புகிறோம்', 38), ('உங்களை', 8), ('உங்களைப்', 6), ('நீங்களே', 4), ('தானே', 4)]",True
Strategy - 2nd_person_start,,
you,"[('நீங்கள்', 430), ('உங்களுக்கு', 70), ('உங்களைப்', 63), ('நான்', 54), ('உங்களால்', 52)]",True
your,"[('உங்கள்', 224), ('உங்களது', 15), ('உங்களின்', 11), ('உங்களுடைய', 8), ('உங்க', 6)]",True
yours,"[('உங்களுடையதா', 4), ('என்னுடையது', 2), ('உங்களதா', 2), ('உங்களதாக', 1), ('உங்கள்', 1)]",True
yourself,"[('விரும்புகிறோம்', 38), ('உங்களை', 8), ('உங்களைப்', 6), ('நீங்களே', 4), ('தானே', 4)]",True
Strategy - Indirect_(greeting),,
hi,"[('வணக்கம்', 2), ('ஹாய்', 1), ('hi', 1)]",True
hello,"[('வணக்கம்', 119), ('வணக்கங்க', 2), ('வண்க்கம்', 1), ('நலமா', 1), ('தங்களுக்கும்', 1)]",True
hey,[],True
Strategy - Direct_question,,
what,"[('என்ன', 441), ('எந்த', 35), ('எது', 16), ('எவை', 12), ('என்னென்ன', 10)]",True
why,"[('ஏன்', 109), ('எதற்காக', 20), ('எதற்கு', 17), ('எதனால்', 7), ('வேண்டும்', 6)]",True
who,"[('யார்', 38), ('யாருக்காகப்', 6), ('யாரு', 3), ('நன்கு', 3), ('யாருக்கு', 3)]",True
how,"[('எப்படி', 276), ('எவ்வாறு', 153), ('நலமா', 27), ('எத்தனை', 23), ('எவ்வளவு', 21)]",True
Strategy - Direct_start,,
so,"[('அப்படி', 182), ('எனவே', 52), ('ஆகவே', 15), ('அதனால்', 13), ('அவ்வாறு', 13)]",True
then,"[('பிறகு', 16), ('பின்னர்', 12), ('அப்புறம்', 9), ('என்றால்', 9), ('பின்', 6)]",True
and,"[(',', 237), ('அளவும்', 178), ('மற்றும்', 80), ('மேலும்', 55), ('வந்து', 46)]",True
but,"[('ஆனால்', 455), ('ஆனாலும்', 8), ('மட்டுமல்லாது', 2), ('சேர்த்ததோடு', 2), ('but', 2)]",True
or,"[('அல்லது', 375), (',', 15), ('or', 5), ('ஒன்றுக்கு', 4), ('உண்டா', 4)]",True
Strategy - HASPOSITIVE,,
a+,[],False
abound,[],False
abounds,[],False
abundance,[],False
abundant,[],False
accessable,[],False
accessible,[],False
acclaim,[],False
acclaimed,[],False
acclamation,[],False
accolade,[],False
accolades,[],False
accommodative,[],False
accomodative,[],False
accomplish,"[('நிறைவேற்றக்', 2)]",True
accomplished,[],False
accomplishment,[],False
accomplishments,[],False
accurate,[],True
accurately,[],False
achievable,[],False
achievement,"[('சாதனைப்போக்கு', 1), ('சாதனை', 1)]",True
achievements,"[('சாதனைகளுக்கான', 2), ('பணிகளை', 1)]",True
achievible,[],False
acumen,[],False
adaptable,[],False
adaptive,[],False
adequate,[],False
adjustable,[],False
admirable,[],False
admirably,[],False
admiration,[],False
admire,"[('பாரட்டுகின்றனர்', 1), ('வியக்கின்றனர்', 1), ('பாரட்டுகின்றனர் _ வியக்கின்றனர்', 1), ('போற்றுவது', 1)]",True
admirer,[],False
admiring,[],False
admiringly,[],False
adorable,[],False
adore,[],False
adored,[],False
adorer,[],False
adoring,[],False
adoringly,[],False
adroit,[],False
adroitly,[],False
adulate,[],False
adulation,[],False
adulatory,[],False
advanced,"[('முன்னேறியுள்ளன', 2)]",True
advantage,[],False
advantageous,[],False
advantageously,[],False
advantages,[],False
adventuresome,[],False
adventurous,[],False
advocate,[],False
advocated,[],False
advocates,[],False
affability,[],False
affable,[],False
affably,[],False
affectation,[],False
affection,[],True
affectionate,"[('பெற்றவரிடம்', 1), ('பாசம் பெற்றவரிடம்', 1), ('பாசம்', 1)]",True
affinity,[],False
affirm,[],False
affirmation,[],False
affirmative,[],False
affluence,[],False
affluent,[],False
afford,"[('கொடுக்க', 1)]",True
affordable,[],False
affordably,[],False
afordable,[],False
agile,[],False
agilely,[],False
agility,[],False
agreeable,[],False
agreeableness,[],False
agreeably,[],False
all-around,[],False
alluring,[],False
alluringly,[],False
altruistic,[],False
altruistically,[],False
amaze,[],True
amazed,"[('கூறும்', 2), ('வியந்து', 2), ('வியந்து கூறும்', 2), ('வியக்க', 1), ('வியக்க வைத்துள்ளது', 1)]",True
amazement,[],False
amazes,[],False
amazing,"[('மிரள', 1), ('வைக்கிறது', 1), ('மிரள வைக்கிறது', 1)]",True
amazingly,[],False
ambitious,[],False
ambitiously,[],False
ameliorate,[],False
amenable,[],False
amenity,[],False
amiability,[],False
amiabily,[],False
amiable,[],False
amicability,[],False
amicable,[],False
amicably,[],False
amity,[],False
ample,[],True
amply,[],False
amuse,[],False
amusing,[],False
amusingly,[],False
angel,[],False
angelic,[],False
apotheosis,[],False
appeal,"[('மறைவழி', 2), ('இட்ட', 2), ('முறையிடுங்கள்', 1), ('முறையிடுவதை', 1)]",True
appealing,"[('வருகிறீர்கள்', 1), ('வைத்து', 1), ('வைத்து வருகிறீர்கள்', 1), ('விடுத்துள்ளேன்', 1)]",True
applaud,[],False
appreciable,[],False
appreciate,"[('பாராட்டுவது', 2), ('பாராட்டுகின்றேன்', 2), ('பாராட்டுகிறேன்', 1), ('எழுதும்', 1), ('எழுதும் _ பாராட்டுவது', 1)]",True
appreciated,"[('பாராட்டியதையும்', 1), ('உணர்ந்து', 1), ('உணர்ந்து பாராட்டியதையும்', 1)]",True
appreciates,[],False
appreciative,[],False
appreciatively,[],False
appropriate,"[('பொருத்தமான', 6), ('உரிய', 6), ('தகுந்த', 5), ('பொருத்தம்', 2), ('பொருத்தமானது', 2)]",True
approval,"[('ஒப்புதல்', 2), ('பெறுவது', 1), ('ஒப்புதலை', 1)]",True
approve,[],True
ardent,[],False
ardently,[],False
ardor,[],False
articulate,[],False
aspiration,[],False
aspirations,[],False
aspire,[],False
assurance,[],False
assurances,[],False
assure,[],False
assuredly,[],False
assuring,[],False
astonish,[],False
astonished,[],False
astonishing,[],False
astonishingly,[],False
astonishment,[],False
astound,[],False
astounded,[],False
astounding,[],False
astoundingly,[],False
astutely,[],False
attentive,[],True
attraction,[],False
attractive,[],False
attractively,[],False
attune,[],False
audible,"[('உணரத்தக்க', 1)]",True
audibly,[],False
auspicious,[],False
authentic,[],True
authoritative,[],False
autonomous,[],False
available,"[('கிடைக்கக்', 178), ('கிடைக்கும்', 3), ('கிடைக்குமா', 3), ('செய்யது', 2), ('கிடைக்கிறது', 1)]",True
aver,[],True
avid,"[('சீரிய', 1), ('முனைப்பான', 1)]",True
avidly,[],False
award,"[('விருது', 6), ('வழங்கும்', 2), ('சுக்கைற்றெட்சு', 1), ('விருதும்', 1), ('விருதுக்கான', 1)]",True
awarded,[],False
awards,"[('விருதுகள்', 1), ('விருதுகளை', 1)]",True
awe,[],True
awed,[],False
awesome,"[('அருமை', 4), ('வியப்பாக', 3), ('அற்புதமான', 2), ('மிக்க', 1)]",True
awesomely,[],False
awesomeness,[],False
awestruck,[],False
awsome,[],False
backbone,[],False
balanced,[],False
bargain,[],False
beauteous,[],False
beautiful,"[('போன்று', 1)]",True
beautifullly,[],False
beautifully,"[('அழகாக', 1)]",True
beautify,[],False
beauty,"[('அழகி', 1), ('அழகு', 1)]",True
beckon,[],False
beckoned,[],False
beckoning,[],False
beckons,[],False
believable,[],True
believeable,[],False
beloved,[],False
benefactor,[],False
beneficent,[],False
beneficial,[],False
beneficially,[],False
beneficiary,[],False
benefit,"[('நன்மை', 3), ('பயன்', 2), ('கிடையாது', 1), ('மூலம்', 1), ('மூலம் _ நன்மை', 1)]",True
benefits,"[('பயன்கள்', 2), ('நன்மைகள்', 1)]",True
benevolence,[],False
benevolent,"[('மரபு', 1), ('நற்போக்கு', 1), ('மரபு _ நற்போக்கு', 1)]",True
benifits,[],False
best,"[('சிறந்த', 11), ('சிறந்தது', 1), ('என்னால்', 1)]",True
best-known,[],False
best-performing,[],False
best-selling,[],False
better,"[('நல்லது', 3), ('நன்றாக', 2), ('முடியும்', 2), ('சிறப்பாக', 2), ('இருப்பிடம்', 1)]",True
better-known,[],False
better-than-expected,[],False
beutifully,[],False
blameless,[],False
bless,"[('அருளினோன்காண்', 1)]",True
blessing,[],False
bliss,[],False
blissful,[],False
blissfully,[],False
blithe,[],False
blockbuster,[],False
bloom,"[('வளர்ந்து', 1)]",True
blossom,[],False
bolster,[],False
bonny,[],False
bonus,[],False
bonuses,[],False
boom,[],False
booming,[],False
boost,[],True
boundless,[],False
bountiful,[],False
brainiest,[],False
brainy,[],False
brand-new,[],False
brave,[],False
bravery,[],False
bravo,[],False
breakthrough,[],False
breakthroughs,[],False
breathlessness,"[('மூச்சுத் திவலை', 1), ('மூச்சுத்', 1), ('திவலை', 1)]",True
breathtaking,[],False
breathtakingly,[],False
breeze,[],False
bright,[],False
brighten,[],False
brighter,[],False
brightest,[],False
brilliance,[],False
brilliances,[],False
brilliant,[],False
brilliantly,[],False
brisk,[],False
brotherly,[],False
bullish,[],False
buoyant,[],False
cajole,[],False
calm,"[('பிறரும் உரையாடினால்', 2), ('உரையாடினால்', 2), ('பிறரும்', 2)]",True
calming,[],False
calmness,[],False
capability,[],False
capable,"[('சேமிக்கும்', 1)]",True
capably,[],False
captivate,[],True
captivating,[],False
carefree,[],False
cashback,[],False
cashbacks,[],False
catchy,[],False
celebrate,[],True
celebrated,"[('கொண்டாடப்படுகிறது', 4), ('கொண்டாடப்படும்', 1)]",True
celebration,"[('கொண்டாட்ட', 1), ('ஒருங்கிணைப்புப்', 1), ('கொண்டாட்ட ஒருங்கிணைப்புப்', 1)]",True
celebratory,[],False
champ,[],False
champion,[],False
charisma,[],False
charismatic,[],False
charitable,[],False
charm,[],False
charming,[],False
charmingly,[],False
chaste,[],False
cheaper,[],False
cheapest,[],False
cheer,[],False
cheerful,[],False
cheery,[],False
cherish,[],False
cherished,[],False
cherub,[],False
chic,[],True
chivalrous,[],False
chivalry,[],False
civility,[],False
civilize,[],True
clarity,[],True
classic,[],True
classy,[],False
clean,[],True
cleaner,[],False
cleanest,[],False
cleanliness,[],False
cleanly,[],False
clear,"[('தெளிவான', 5), ('தெரியவில்லை', 2), ('தெரிய', 2), ('காட்டுகின்றது', 1), ('தெளிவுபடுத்தக்கூடாது', 1)]",True
clear-cut,[],False
cleared,"[('clear', 1)]",True
clearer,"[('கூற', 2), ('சிறிது', 2), ('சிறிது தெளிவாகக் கூற', 1), ('தெளிவாகக்', 1), ('இடப்படுகின்றன', 1)]",True
clearly,"[('தெளிவாக', 4), ('நான்', 2), ('நான் தெளிவாக', 2), ('தெளிவாகத்', 2), ('ஆழமாகவும்', 1)]",True
clears,[],False
clever,[],False
cleverly,[],False
cohere,[],False
coherence,[],False
coherent,[],False
cohesive,[],False
colorful,[],False
comely,[],False
comfort,[],True
comfortable,"[('வசதியான', 1)]",True
comfortably,[],False
comforting,[],False
comfy,[],False
commend,[],True
commendable,"[('பாராட்டத்தக்கது', 1)]",True
commendably,[],False
commitment,[],False
commodious,[],False
compact,"[('சிறு', 1)]",True
compactly,[],False
compassion,[],False
compassionate,[],False
compatible,[],True
competitive,"[('போட்டியா', 1)]",True
complement,[],False
complementary,[],False
complemented,[],False
complements,[],False
compliant,[],False
compliment,"[('புகழ்ச்சியாகவே', 2)]",True
complimentary,[],False
comprehensive,[],False
conciliate,[],False
conciliatory,[],False
concise,[],False
confidence,[],True
confident,[],False
congenial,[],False
congratulate,[],False
congratulation,[],True
congratulations,"[('வாழ்த்துக்கள்', 6), ('வாழ்த்துகள்', 5), ('பங்களிப்பு', 2), ('உங்கள்', 2), ('உங்கள் பங்களிப்பு _ வாழ்த்துக்கள்', 2)]",True
congratulatory,[],False
conscientious,[],False
considerate,[],False
consistent,[],False
consistently,[],False
constructive,[],False
consummate,[],False
contentment,[],False
continuity,[],False
contrasty,[],False
contribution,"[('பங்களிப்பு', 13), ('பங்களிப்பை', 2), ('பங்களிப்பைக்', 1), ('பங்களிப்பில்', 1), ('பங்களிக்கும்', 1)]",True
convenience,[],True
convenient,[],False
conveniently,[],False
convience,[],False
convienient,[],False
convient,[],False
convincing,[],False
convincingly,[],False
cool,"[('குளிர்ச்சியாக', 1), ('தேவையற்ற', 1), ('எப்படி', 1)]",True
coolest,[],False
cooperative,[],False
cooperatively,[],False
cornerstone,[],False
correct,"[('சரியா', 21), ('சரியான', 19), ('சரியானதா', 10), ('சரிதானா', 10), ('சரி', 8)]",True
correctly,"[('சரியாக', 2), ('இப்படி', 1)]",True
cost-effective,[],False
cost-saving,[],False
counter-attack,[],False
counter-attacks,[],False
courage,"[('துணிவு', 3), ('துணிவில்லாமல்தானே', 1)]",True
courageous,[],False
courageously,[],False
courageousness,[],False
courteous,[],False
courtly,[],False
covenant,[],False
cozy,[],False
creative,"[('கிரியேட்டிவ்', 3), ('ஆக்கப்பூர்வமானது', 1), ('ஆக்க', 1), ('கிரியேட்டிவ் காமன்ஸ்', 1), ('காமன்ஸ்', 1)]",True
credence,[],False
credible,"[('விரைந்து _ செரிக்கப்பட்டுள்ளது', 1), ('செரிக்கப்பட்டுள்ளது', 1), ('விரைந்து', 1), ('பரிந்துரை', 1), ('ஏற்படும்', 1)]",True
crisp,[],False
crisper,[],False
cure,[],True
cure-all,[],False
cushy,[],False
cute,[],True
cuteness,[],False
danke,[],False
danken,[],False
daring,"[('துணித்தாய்வு', 1)]",True
daringly,[],False
darling,[],False
dashing,[],False
dauntless,[],False
dawn,"[('dawn', 1)]",True
dazzle,[],False
dazzled,[],False
dazzling,[],False
dead-cheap,[],False
dead-on,[],False
decency,[],False
decent,[],True
decisive,[],False
decisiveness,[],False
dedicated,[],False
defeat,[],False
defeated,[],False
defeating,[],False
defeats,[],False
defender,[],False
deference,[],False
deft,[],False
deginified,[],False
delectable,[],False
delicacy,[],False
delicate,[],False
delicious,[],False
delight,[],False
delighted,[],False
delightful,[],False
delightfully,[],False
delightfulness,[],False
dependable,[],False
dependably,[],False
deservedly,[],False
deserving,[],False
desirable,[],False
desiring,[],False
desirous,[],False
destiny,"[('விதியை', 1)]",True
detachable,[],False
devout,[],False
dexterous,[],False
dexterously,[],False
dextrous,[],False
dignified,[],False
dignify,[],False
dignity,[],False
diligence,[],False
diligent,"[('நன்றி', 1)]",True
diligently,[],False
diplomatic,[],False
dirt-cheap,[],False
distinction,[],False
distinctive,[],False
distinguished,[],False
diversified,[],False
divine,"[('இறை', 1)]",True
divinely,[],False
dominate,"[('ஆதிக்கம்', 2), ('செலுத்துகின்றனரா', 2), ('ஆதிக்கம் செலுத்துகின்றனரா', 2)]",True
dominated,[],False
dominates,[],False
dote,[],False
dotingly,[],False
doubtless,[],False
dreamland,[],False
dumbfounded,[],False
dumbfounding,[],False
dummy-proof,[],False
durable,[],False
dynamic,"[('dynamic', 1)]",True
eager,[],True
eagerly,"[('முழுவதுமாகத்', 1)]",True
eagerness,[],False
earnest,[],False
earnestly,[],False
earnestness,[],False
ease,[],True
eased,[],True
eases,[],True
easier,"[('எளிது', 2), ('எளிமையாகுமல்லவா', 1), ('உள்ளதா', 1), ('ஏதும்', 1), ('ஏதும் உள்ளதா', 1)]",True
easiest,[],False
easiness,[],False
easing,[],True
easy,"[('எளிதா', 1), ('எளிது', 1), ('பயன்படுத்த', 1), ('பயன்படுத்த எளிது', 1), ('இலகு', 1)]",True
easy-to-use,[],False
easygoing,[],False
ebullience,[],False
ebullient,[],False
ebulliently,[],False
ecenomical,[],False
economical,"[('எளிமையான _ சிக்கனமான', 1), ('சிக்கனமான', 1), ('எளிமையான', 1)]",True
ecstasies,[],False
ecstasy,[],False
ecstatic,[],False
ecstatically,[],False
edify,[],False
educated,"[('படிக்காத', 1)]",True
effective,"[('பயனுள்ளதா', 1)]",True
effectively,[],False
effectiveness,[],False
effectual,[],False
efficacious,[],False
efficient,"[('சரியல்ல', 1)]",True
efficiently,[],False
effortless,[],False
effortlessly,[],False
effusion,[],False
effusive,[],False
effusively,[],False
effusiveness,[],False
elan,[],True
elate,[],True
elated,[],True
elatedly,[],False
elation,[],True
electrify,[],False
elegance,[],False
elegant,[],False
elegantly,[],False
elevate,[],False
elite,[],False
eloquence,[],False
eloquent,[],False
eloquently,[],False
embolden,[],False
eminence,[],False
eminent,[],False
empathize,[],False
empathy,[],False
empower,[],False
empowerment,[],False
enchant,[],True
enchanted,"[('மயங்காதல்லவா', 1), ('மயங்காமல்', 1)]",True
enchanting,[],False
enchantingly,[],False
encourage,"[('ஊக்கப்படுத்தி', 1)]",True
encouragement,[],False
encouraging,"[('உற்சாகமூட்டுவதாக', 1), ('வாய்ப்பு அளிக்கக்கூடியபடி _ தெரிந்துகொள்வதற்கு', 1), ('தெரிந்துகொள்வதற்கு', 1), ('வாய்ப்பு', 1), ('அளிக்கக்கூடியபடி', 1)]",True
encouragingly,[],False
endear,[],False
endearing,[],False
endorse,[],False
endorsed,[],False
endorsement,[],False
endorses,[],False
endorsing,[],False
energetic,[],False
energize,[],False
energy-efficient,[],False
energy-saving,[],False
engaging,[],False
engrossing,[],False
enhance,"[('திரும்ப', 1), ('திரும்ப _ அதிகரிக்க', 1), ('அதிகரிக்க', 1)]",True
enhanced,[],False
enhancement,[],False
enhances,[],False
enjoy,"[('வெளியேற்றி', 1), ('வெளியேற்றி நீர்', 1), ('நீர்', 1), ('மகிழ்நன்', 1)]",True
enjoyable,[],False
enjoyably,[],False
enjoyed,[],False
enjoying,"[('ரசித்துக்கொண்டிருக்கிறேன்', 1)]",True
enjoyment,[],False
enjoys,[],False
enlighten,[],True
enlightenment,"[('ஞானம்', 1)]",True
enliven,[],False
ennoble,[],False
enough,"[('போதுமா', 6), ('போதுமான', 2), ('போதிய', 2), ('நேரிடையாக', 2), ('போதாதா', 2)]",True
enrapt,[],False
enrapture,[],False
enraptured,[],False
enrich,[],False
enrichment,[],False
enterprising,[],False
entertain,[],False
entertaining,[],False
entertains,[],False
enthral,[],False
enthrall,[],False
enthralled,[],False
enthuse,[],False
enthusiasm,[],False
enthusiast,[],True
enthusiastic,[],True
enthusiastically,"[('உற்சாகமாகப்', 51), ('ஆர்வத்துடன்', 1)]",True
entice,[],False
enticed,[],False
enticing,[],False
enticingly,[],False
entranced,[],False
entrancing,[],False
entrust,[],False
enviable,[],False
enviably,[],False
envious,[],False
enviously,[],False
enviousness,[],False
envy,[],False
equitable,[],False
ergonomical,[],False
err-free,[],False
erudite,[],False
ethical,[],False
eulogize,[],False
euphoria,[],False
euphoric,[],False
euphorically,[],False
evaluative,[],False
evenly,[],False
eventful,[],False
everlasting,[],False
evocative,[],False
exalt,[],False
exaltation,[],False
exalted,[],False
exaltedly,[],False
exalting,[],False
exaltingly,[],False
examplar,[],False
examplary,[],False
excallent,[],False
exceed,"[('கடந்தும்', 2), ('விரிவாக்க', 2)]",True
exceeded,[],False
exceeding,[],False
exceedingly,[],False
exceeds,[],False
excel,[],True
exceled,[],False
excelent,[],False
excellant,[],False
excelled,[],False
excellence,[],True
excellency,[],False
excellent,"[('மிகச்சிறந்த', 1), ('நன்று', 1)]",True
excellently,[],False
excels,[],False
exceptional,[],False
exceptionally,[],False
excite,[],True
excited,"[('உற்சாகமாக', 21), ('குறித்து', 1)]",True
excitedly,[],False
